order_id,city,assigned_facility,assignment_distance_km,expected_breach_prob,after_coverage,assigned_month_orders,fixed_cost_per_order,variable_cost_per_order,cost_to_serve
ORD0033904,Pune,PUN-03,1.97600869,0.07554819,1,6179,17.25198252,46.09850641,63.35048894
ORD0033905,Pune,CS-01,1.90444462,0.06764485,1,9945,14.08748115,45.36045778,59.44793893
ORD0033907,Pune,PUN-06,0.83638628,0.01213272,1,8315,13.33734215,36.21868544,49.55602759
ORD0033908,Pune,CS-01,2.51191578,0.16614382,1,9945,14.08748115,52.56772494,66.65520609
ORD0033911,Pune,PUN-06,1.61096082,0.04263491,1,8315,13.33734215,42.55577304,55.89311519
ORD0033912,Pune,PUN-05,1.48983113,0.03512951,1,6302,14.48746430,41.48270336,55.97016766
ORD0033915,Pune,PUN-05,6.75194733,0.99567083,0,6302,14.48746430,107.13375622,121.62122052
ORD0033916,Pune,PUN-06,1.53828019,0.03796520,1,8315,13.33734215,41.90691743,55.24425958
ORD0033917,Pune,PUN-04,2.55161743,0.17549356,0,3178,31.74952801,53.12612877,84.87565677
ORD0033921,Pune,PUN-06,0.73026407,0.01018980,1,8315,13.33734215,35.41754249,48.75488464
ORD0033923,Pune,PUN-01,0.65013520,0.00892989,1,4724,23.66638442,34.81884303,58.48522745
ORD0033925,Pune,CS-01,1.32478804,0.02692458,1,9945,14.08748115,40.08125379,54.16873494
ORD0033929,Pune,PUN-03,2.59543732,0.18628849,1,6179,17.25198252,53.75671607,71.00869859
ORD0033932,Pune,PUN-03,2.90829991,0.27807844,1,6179,17.25198252,58.70045240,75.95243492
ORD0033940,Pune,PUN-05,1.00205690,0.01592002,1,6302,14.48746430,37.49199898,51.97946327
ORD0033943,Pune,CS-01,2.57911247,0.18220819,1,9945,14.08748115,53.52003290,67.60751405
ORD0033947,Pune,PUN-01,0.58831659,0.00806449,1,4724,23.66638442,34.36015098,58.02653540
ORD0033949,Pune,PUN-06,3.54483637,0.52611578,0,8315,13.33734215,70.59732790,83.93467005
ORD0033950,Pune,PUN-04,1.48019942,0.03459061,1,3178,31.74952801,41.39911428,73.14864228
ORD0033951,Pune,PUN-03,2.54538709,0.17399938,1,6179,17.25198252,53.03769099,70.28967351
ORD0033952,Pune,PUN-06,2.07539231,0.08793178,1,8315,13.33734215,47.16569953,60.50304168
ORD0033954,Pune,CS-01,2.98425131,0.30413061,1,9945,14.08748115,60.01367741,74.10115856
ORD0033955,Pune,PUN-05,0.88497937,0.01314046,1,6302,14.48746430,36.58906941,51.07653371
ORD0033956,Pune,PUN-03,1.26309327,0.02436309,1,6179,17.25198252,39.57254545,56.82452797
ORD0033962,Pune,PUN-01,2.54722147,0.17443826,1,4724,23.66638442,53.06369804,76.73008246
ORD0033964,Pune,PUN-03,1.16389495,0.02073478,1,6179,17.25198252,38.76930812,56.02129064
ORD0033968,Pune,PUN-01,3.25514063,0.40679976,1,4724,23.66638442,64.98997723,88.65636165
ORD0033971,Pune,PUN-06,2.32851353,0.12806149,1,8315,13.33734215,50.14143931,63.47878146
ORD0033973,Pune,PUN-03,2.64098089,0.19804319,1,6179,17.25198252,54.42816197,71.68014449
ORD0033975,Pune,PUN-05,1.73229355,0.05167452,1,6302,14.48746430,43.67629053,58.16375483
ORD0033983,Pune,PUN-01,0.80992353,0.01161643,1,4724,23.66638442,36.01795746,59.68434188
ORD0033984,Pune,PUN-01,1.08944178,0.01836439,1,4724,23.66638442,38.17702403,61.84340845
ORD0033986,Pune,PUN-01,0.88370476,0.01311300,1,4724,23.66638442,36.57932342,60.24570784
ORD0033991,Pune,PUN-03,1.98762549,0.07690855,1,6179,17.25198252,46.22063478,63.47261730
ORD0033997,Pune,CS-01,1.09263342,0.01846031,1,9945,14.08748115,38.20224338,52.28972453
ORD0033999,Pune,PUN-05,5.13416995,0.93978041,0,6302,14.48746430,94.13260177,108.62006607
ORD0034000,Pune,CS-01,2.73665373,0.22452931,1,9945,14.08748115,55.89245528,69.97993643
ORD0034001,Pune,PUN-03,1.58630805,0.04099251,1,6179,17.25198252,42.33393174,59.58591426
ORD0034004,Pune,PUN-01,2.87804685,0.26809199,1,4724,23.66638442,58.18908766,81.85547208
ORD0034009,Pune,PUN-05,1.05560707,0.01737706,1,6302,14.48746430,37.91056126,52.39802556
ORD0034013,Pune,PUN-03,1.38796291,0.02981830,1,6179,17.25198252,40.61028947,57.86227199
ORD0034015,Pune,PUN-01,0.29995465,0.00500780,1,4724,23.66638442,32.24991654,55.91630096
ORD0034018,Pune,CS-01,2.64734369,0.19972913,1,9945,14.08748115,54.52327974,68.61076089
ORD0034019,Pune,PUN-05,5.41752598,0.96153842,0,6302,14.48746430,96.76883433,111.25629863
ORD0034020,Pune,PUN-06,1.07108031,0.01782194,1,8315,13.33734215,38.03222032,51.36956247
ORD0034023,Pune,PUN-05,5.55644036,0.96922791,0,6302,14.48746430,97.97191984,112.45938413
ORD0034024,Pune,PUN-05,1.59334156,0.04145482,1,6302,14.48746430,42.39703549,56.88449979
ORD0034026,Pune,PUN-03,2.69720218,0.21331255,1,6179,17.25198252,55.27979172,72.53177424
ORD0034027,Pune,PUN-06,4.16070706,0.75561040,0,8315,13.33734215,81.79326151,95.13060366
ORD0034030,Pune,PUN-01,1.21795813,0.02264121,1,4724,23.66638442,39.20494335,62.87132777
ORD0034031,Pune,PUN-04,2.40075698,0.14208662,1,3178,31.74952801,51.06789753,82.81742554
ORD0034034,Pune,PUN-06,3.61984811,0.55707616,0,8315,13.33734215,72.05122152,85.38856368
ORD0034038,Pune,CS-01,2.66958220,0.20570610,1,9945,14.08748115,54.85825833,68.94573948
ORD0034039,Pune,PUN-04,1.51144980,0.03636871,1,3178,31.74952801,41.67120983,73.42073783
ORD0034042,Pune,PUN-05,5.58798357,0.97075452,0,6302,14.48746430,98.23852062,112.72598492
ORD0034048,Pune,PUN-05,0.50113494,0.00698368,1,6302,14.48746430,33.71745485,48.20491915
ORD0034050,Pune,PUN-04,0.77930983,0.01104619,1,3178,31.74952801,35.78655457,67.53608258
ORD0034051,Pune,CS-01,0.80648538,0.01155096,1,9945,14.08748115,35.99192651,50.07940766
ORD0034053,Pune,CS-01,3.14861932,0.36485396,1,9945,14.08748115,62.98595404,77.07343519
ORD0034055,Pune,CS-01,1.17032288,0.02095295,1,9945,14.08748115,38.82084870,52.90832985
ORD0034057,Pune,PUN-04,2.81444027,0.24785159,0,3178,31.74952801,57.13662947,88.88615748
ORD0034058,Pune,PUN-06,1.12712770,0.01952896,1,8315,13.33734215,38.47576273,51.81310488
ORD0034059,Pune,PUN-06,0.42488399,0.00615707,1,8315,13.33734215,33.15889997,46.49624212
ORD0034062,Pune,PUN-03,0.22019019,0.00438842,1,6179,17.25198252,31.67298396,48.92496648
ORD0034063,Pune,PUN-01,0.65511526,0.00900348,1,4724,23.66638442,34.85591130,58.52229572
ORD0034065,Pune,CS-01,3.89107085,0.66381734,0,9945,14.08748115,77.15201630,91.23949745
ORD0034067,Pune,CS-01,1.57319967,0.04014405,1,9945,14.08748115,42.21671935,56.30420049
ORD0034068,Pune,PUN-06,0.91227839,0.01374238,1,8315,13.33734215,36.79822029,50.13556245
ORD0034069,Pune,CS-01,1.03826068,0.01689128,1,9945,14.08748115,37.77456330,51.86204444
ORD0034074,Pune,PUN-04,1.74149898,0.05242989,1,3178,31.74952801,43.76338950,75.51291750
ORD0034075,Pune,PUN-06,0.82715880,0.01195016,1,8315,13.33734215,36.14861652,49.48595868
ORD0034078,Pune,CS-01,2.88806579,0.27137393,1,9945,14.08748115,58.35767837,72.44515952
ORD0034083,Pune,CS-01,1.34125477,0.02765142,1,9945,14.08748115,40.21832587,54.30580701
ORD0034085,Pune,PUN-01,0.98116810,0.01538484,1,4724,23.66638442,37.32972205,60.99610647
ORD0034086,Pune,PUN-01,0.17903608,0.00409931,1,4724,23.66638442,31.37623200,55.04261642
ORD0034094,Pune,PUN-05,1.01038349,0.01613842,1,6302,14.48746430,37.55683712,52.04430141
ORD0034095,Pune,PUN-03,2.62840159,0.19474167,1,6179,17.25198252,54.24106130,71.49304382
ORD0034096,Pune,PUN-06,0.93089853,0.01416846,1,8315,13.33734215,36.94134349,50.27868564
ORD0034101,Pune,PUN-04,1.45187124,0.03305144,1,3178,31.74952801,41.15464186,72.90416986
ORD0034102,Pune,PUN-03,3.06938517,0.33489551,1,6179,17.25198252,61.53256137,78.78454389
ORD0034104,Pune,PUN-05,6.57121763,0.99416184,0,6302,14.48746430,105.82337861,120.31084291
ORD0034107,Pune,PUN-03,1.42598823,0.03170310,1,6179,17.25198252,40.93301077,58.18499329
ORD0034109,Pune,CS-01,4.18921193,0.76425780,0,9945,14.08748115,82.25221754,96.33969868
ORD0034110,Pune,PUN-06,1.97569284,0.07551151,1,8315,13.33734215,46.09519509,59.43253724
ORD0034115,Pune,CS-01,0.94274619,0.01444631,1,9945,14.08748115,37.03261274,51.12009389
ORD0034117,Pune,CS-01,0.99391729,0.01570934,1,9945,14.08748115,37.42870121,51.51618235
ORD0034118,Pune,PUN-04,1.12614604,0.01949773,1,3178,31.74952801,38.46795410,70.21748211
ORD0034119,Pune,PUN-05,6.65053752,0.99487963,0,6302,14.48746430,106.40015148,120.88761578
ORD0034125,Pune,PUN-06,0.92471023,0.01402543,1,8315,13.33734215,36.89373451,50.23107666
ORD0034127,Pune,PUN-04,2.70327242,0.21501148,0,3178,31.74952801,55.37325136,87.12277937
ORD0034128,Pune,CS-01,2.47154394,0.15704962,1,9945,14.08748115,52.01229630,66.09977744
ORD0034129,Pune,PUN-03,2.83547542,0.25443030,1,6179,17.25198252,57.48123695,74.73321947
ORD0034132,Pune,PUN-06,1.93875064,0.07133301,1,8315,13.33734215,45.71124463,59.04858679
ORD0034135,Pune,PUN-06,1.09719212,0.01859819,1,8315,13.33734215,38.23829043,51.57563258
ORD0034136,Pune,PUN-06,1.87412269,0.06453304,1,8315,13.33734215,45.05485002,58.39219218
ORD0034138,Pune,PUN-06,1.48124159,0.03464853,1,8315,13.33734215,41.40814716,54.74548931
ORD0034140,Pune,CS-01,0.65309942,0.00897362,1,9945,14.08748115,34.84090448,48.92838563
ORD0034141,Pune,PUN-03,2.18837140,0.10421286,1,6179,17.25198252,48.44498560,65.69696812
ORD0034144,Pune,PUN-06,1.22890893,0.02304773,1,8315,13.33734215,39.29379440,52.63113655
ORD0034145,Pune,CS-01,1.42487656,0.03164640,1,9945,14.08748115,40.92352797,55.01100911
ORD0034147,Pune,PUN-04,1.66293489,0.04630572,1,3178,31.74952801,43.02971592,74.77924393
ORD0034148,Pune,CS-01,3.52153322,0.51644524,0,9945,14.08748115,70.14408980,84.23157095
ORD0034149,Pune,PUN-06,1.20913849,0.02231891,1,8315,13.33734215,39.13353681,52.47087896
ORD0034150,Pune,PUN-03,0.91731607,0.01385640,1,6179,17.25198252,36.83690436,54.08888688
ORD0034151,Pune,PUN-03,0.80689231,0.01155869,1,6179,17.25198252,35.99500685,53.24698937
ORD0034152,Pune,PUN-04,1.75860279,0.05386114,1,3178,31.74952801,43.92605365,75.67558165
ORD0034154,Pune,PUN-04,1.39422323,0.03012097,1,3178,31.74952801,40.66319156,72.41271956
ORD0034155,Pune,PUN-03,0.19907503,0.00423764,1,6179,17.25198252,31.52065436,48.77263688
ORD0034156,Pune,CS-01,1.14033369,0.01995394,1,9945,14.08748115,38.58095417,52.66843532
ORD0034157,Pune,PUN-03,1.38245173,0.02955430,1,6179,17.25198252,40.56379114,57.81577366
ORD0034163,Pune,PUN-06,1.66324609,0.04632858,1,8315,13.33734215,43.03258014,56.36992229
ORD0034167,Pune,PUN-06,1.69080968,0.04839648,1,8315,13.33734215,43.28756224,56.62490439
ORD0034168,Pune,PUN-03,2.21115022,0.10780259,1,6179,17.25198252,48.71212936,65.96411188
ORD0034170,Pune,PUN-05,7.11655811,0.99763450,0,6302,14.48746430,109.74494165,124.23240594
ORD0034174,Pune,PUN-03,1.05106283,0.01724849,1,6179,17.25198252,37.87489444,55.12687696
ORD0034175,Pune,PUN-06,3.68197801,0.58239849,0,8315,13.33734215,73.24580079,86.58314294
ORD0034177,Pune,CS-01,2.87638867,0.26755125,1,9945,14.08748115,58.16125821,72.24873936
ORD0034179,Pune,PUN-05,6.65918531,0.99495237,0,6302,14.48746430,106.46286831,120.95033261
ORD0034185,Pune,PUN-06,1.27857102,0.02498246,1,8315,13.33734215,39.69947087,53.03681303
ORD0034189,Pune,PUN-05,1.02348028,0.01648792,1,6302,14.48746430,37.65899951,52.14646381
ORD0034194,Pune,PUN-05,1.30739517,0.02617705,1,6302,14.48746430,39.93707762,54.42454192
ORD0034195,Pune,PUN-04,2.82969439,0.25261088,0,3178,31.74952801,57.38618725,89.13571526
ORD0034201,Pune,PUN-05,1.09043714,0.01839425,1,6302,14.48746430,38.18488751,52.67235181
ORD0034202,Pune,PUN-01,1.06615503,0.01767913,1,4724,23.66638442,37.99345905,61.65984347
ORD0034203,Pune,PUN-04,2.25009154,0.11419133,1,3178,31.74952801,49.17638073,80.92590873
ORD0034204,Pune,PUN-01,1.33018999,0.02716095,1,4724,23.66638442,40.12615846,63.79254288
ORD0034205,Pune,PUN-03,1.36598441,0.02877890,1,6179,17.25198252,40.42525799,57.67724051
ORD0034208,Pune,CS-01,1.19919893,0.02196106,1,9945,14.08748115,39.05322421,53.14070536
ORD0034209,Pune,PUN-04,1.30931716,0.02625865,1,3178,31.74952801,39.95297962,71.70250763
ORD0034217,Pune,PUN-05,1.68142658,0.04768288,1,6302,14.48746430,43.20047253,57.68793682
ORD0034219,Pune,PUN-06,3.56121515,0.53290150,0,8315,13.33734215,70.91555115,84.25289330
ORD0034220,Pune,PUN-06,1.20690577,0.02223803,1,8315,13.33734215,39.11548140,52.45282355
ORD0034224,Pune,PUN-04,2.25951516,0.11578616,1,3178,31.74952801,49.29019084,81.03971885
ORD0034225,Pune,PUN-05,4.10909497,0.73941503,0,6302,14.48746430,80.94611579,95.43358009
ORD0034226,Pune,PUN-05,0.27380121,0.00479568,1,6302,14.48746430,32.06047895,46.54794325
ORD0034229,Pune,PUN-05,4.03255985,0.71415517,0,6302,14.48746430,79.65257392,94.14003821
ORD0034230,Pune,CS-01,2.65084378,0.20066113,1,9945,14.08748115,54.57574024,68.66322139
ORD0034231,Pune,PUN-05,5.77860194,0.97852907,0,6302,14.48746430,99.80608557,114.29354987
ORD0034233,Pune,CS-01,1.30962651,0.02627181,1,9945,14.08748115,39.95553985,54.04302099
ORD0034235,Pune,PUN-05,0.73894305,0.01033641,1,6302,14.48746430,35.48269358,49.97015788
ORD0034236,Pune,PUN-05,1.08375614,0.01819471,1,6302,14.48746430,38.13213425,52.61959854
ORD0034237,Pune,PUN-06,2.51968137,0.16794069,0,8315,13.33734215,52.67599013,66.01333228
ORD0034238,Pune,PUN-04,1.38513519,0.02968256,1,3178,31.74952801,40.58642325,72.33595125
ORD0034242,Pune,PUN-03,0.84932329,0.01239330,1,6179,17.25198252,36.31706215,53.56904467
ORD0034243,Pune,PUN-06,1.51816541,0.03676214,1,8315,13.33734215,41.73002207,55.06736423
ORD0034248,Pune,PUN-05,0.28062045,0.00485011,1,6302,14.48746430,32.10984657,46.59731086
ORD0034249,Pune,CS-01,3.32244143,0.43406412,1,9945,14.08748115,66.27901368,80.36649483
ORD0034256,Pune,PUN-03,0.49086463,0.00686622,1,6179,17.25198252,33.64203905,50.89402157
ORD0034260,Pune,CS-01,2.33411966,0.12910613,1,9945,14.08748115,50.21202165,64.29950280
ORD0034261,Pune,PUN-05,5.54309578,0.96855909,0,6302,14.48746430,97.85844302,112.34590732
ORD0034264,Pune,PUN-05,1.69306908,0.04856982,1,6302,14.48746430,43.30857821,57.79604251
ORD0034267,Pune,PUN-06,1.47883815,0.03451509,1,8315,13.33734215,41.38731982,54.72466198
ORD0034270,Pune,CS-01,2.49264180,0.16175058,1,9945,14.08748115,52.30101015,66.38849129
ORD0034271,Pune,PUN-06,1.91949200,0.06924027,1,8315,13.33734215,45.51365214,58.85099430
ORD0034279,Pune,PUN-03,2.68035120,0.20864770,1,6179,17.25198252,55.02188944,72.27387197
ORD0034280,Pune,PUN-01,0.99039636,0.01561906,1,4724,23.66638442,37.40134622,61.06773064
ORD0034283,Pune,CS-01,1.11157660,0.01903988,1,9945,14.08748115,38.35223247,52.43971362
ORD0034284,Pune,CS-01,2.01198030,0.07983369,1,9945,14.08748115,46.47887284,60.56635398
ORD0034288,Pune,PUN-06,1.68709142,0.04811250,1,8315,13.33734215,43.25301494,56.59035709
ORD0034291,Pune,PUN-04,1.86145933,0.06327331,1,3178,31.74952801,44.92841470,76.67794270
ORD0034293,Pune,CS-01,3.36133502,0.45001557,1,9945,14.08748115,67.02981238,81.11729353
ORD0034295,Pune,PUN-01,0.90510803,0.01358170,1,4724,23.66638442,36.74320719,60.40959161
ORD0034297,Pune,CS-01,2.43535975,0.14924674,1,9945,14.08748115,51.52492041,65.61240156
ORD0034304,Pune,PUN-06,2.14101583,0.09708685,1,8315,13.33734215,47.89971624,61.23705839
ORD0034307,Pune,PUN-04,0.99507576,0.01573916,1,3178,31.74952801,37.43770505,69.18723305
ORD0034308,Pune,PUN-06,0.53718335,0.00741195,1,8315,13.33734215,33.98264183,47.31998398
ORD0034310,Pune,PUN-06,2.07526889,0.08791532,1,8315,13.33734215,47.16434178,60.50168394
ORD0034312,Pune,PUN-01,2.67309397,0.20666197,1,4724,23.66638442,54.91151675,78.57790117
ORD0034316,Pune,PUN-05,0.85027428,0.01241268,1,6302,14.48746430,36.32430023,50.81176452
ORD0034319,Pune,PUN-04,0.74863369,0.01050257,1,3178,31.74952801,35.55551302,67.30504103
ORD0034320,Pune,CS-01,0.98699842,0.01553241,1,9945,14.08748115,37.37496129,51.46244243
ORD0034322,Pune,CS-01,0.96542874,0.01499333,1,9945,14.08748115,37.20780118,51.29528232
ORD0034324,Pune,PUN-06,0.84933660,0.01239357,1,8315,13.33734215,36.31716341,49.65450556
ORD0034326,Pune,PUN-03,2.11064448,0.09274847,1,6179,17.25198252,47.55696539,64.80894792
ORD0034330,Pune,PUN-05,1.28895682,0.02540664,1,6302,14.48746430,39.78489690,54.27236120
ORD0034332,Pune,PUN-03,1.33789516,0.02750159,1,6179,17.25198252,40.19031392,57.44229645
ORD0034335,Pune,CS-01,2.00380609,0.07884077,1,9945,14.08748115,46.39186565,60.47934680
ORD0034336,Pune,CS-01,3.07442212,0.33676387,1,9945,14.08748115,61.62387109,75.71135223
ORD0034338,Pune,PUN-01,1.96468939,0.07424395,1,4724,23.66638442,45.98014419,69.64652861
ORD0034341,Pune,PUN-03,2.03046553,0.08212132,1,6179,17.25198252,46.67689834,63.92888086
ORD0034342,Pune,PUN-03,1.74913343,0.05306425,1,6179,17.25198252,43.83586140,61.08784392
ORD0034343,Pune,PUN-06,1.71404590,0.05020750,1,8315,13.33734215,43.50454636,56.84188851
ORD0034345,Pune,PUN-03,1.40075499,0.03043992,1,6179,17.25198252,40.71848256,57.97046508
ORD0034346,Pune,PUN-03,1.44877785,0.03288742,1,6179,17.25198252,41.12806768,58.38005020
ORD0034349,Pune,CS-01,2.79021052,0.24041638,1,9945,14.08748115,56.74396514,70.83144629
ORD0034350,Pune,PUN-03,0.95104522,0.01464414,1,6179,17.25198252,37.09664064,54.34862316
ORD0034351,Pune,PUN-03,1.54013544,0.03807805,1,6179,17.25198252,41.92328961,59.17527213
ORD0034352,Pune,PUN-06,1.68781817,0.04816788,1,8315,13.33734215,43.25976362,56.59710578
ORD0034353,Pune,PUN-06,2.37966123,0.13786358,1,8315,13.33734215,50.79353608,64.13087823
ORD0034360,Pune,PUN-06,3.20976607,0.38872622,0,8315,13.33734215,64.13014904,77.46749119
ORD0034363,Pune,PUN-05,5.83312671,0.98035373,0,6302,14.48746430,100.24249892,114.72996322
ORD0034369,Pune,PUN-05,6.76430255,0.99575850,0,6302,14.48746430,107.22287287,121.71033717
ORD0034371,Pune,PUN-04,3.10125086,0.34680062,0,3178,31.74952801,62.11277457,93.86230257
ORD0034372,Pune,PUN-05,0.47603422,0.00670007,1,6302,14.48746430,33.53324167,48.02070597
ORD0034378,Pune,PUN-03,0.23438283,0.00449276,1,6179,17.25198252,31.77546257,49.02744509
ORD0034390,Pune,CS-01,2.44121140,0.15048658,1,9945,14.08748115,51.60307715,65.69055830
ORD0034392,Pune,PUN-04,1.06449839,0.01763135,1,3178,31.74952801,37.98042919,69.72995720
ORD0034396,Pune,CS-01,2.17222408,0.10173255,1,9945,14.08748115,48.25754501,62.34502616
ORD0034397,Pune,PUN-06,2.08137893,0.08873352,1,8315,13.33734215,47.23165809,60.56900024
ORD0034399,Pune,CS-01,1.61267439,0.04275138,1,9945,14.08748115,42.57126212,56.65874327
ORD0034401,Pune,PUN-03,2.03361193,0.08251660,1,6179,17.25198252,46.71078140,63.96276392
ORD0034403,Pune,CS-01,0.70095045,0.00970968,1,9945,14.08748115,35.19794352,49.28542467
ORD0034405,Pune,PUN-03,3.14911414,0.36504468,1,6179,17.25198252,62.99513927,80.24712179
ORD0034406,Pune,PUN-05,1.54960416,0.03865903,1,6302,14.48746430,42.00700015,56.49446445
ORD0034409,Pune,PUN-06,0.50579643,0.00703764,1,8315,13.33734215,33.75170430,47.08904645
ORD0034410,Pune,CS-01,0.92875438,0.01411874,1,9945,14.08748115,36.92484284,51.01232398
ORD0034413,Pune,PUN-06,2.12605264,0.09492725,1,8315,13.33734215,47.73018605,61.06752821
ORD0034419,Pune,CS-01,1.09317609,0.01847667,1,9945,14.08748115,38.20653287,52.29401402
ORD0034420,Pune,CS-01,2.39599798,0.14112461,1,9945,14.08748115,51.00572428,65.09320543
ORD0034422,Pune,PUN-05,5.90167146,0.98243312,0,6302,14.48746430,100.78469396,115.27215826
ORD0034425,Pune,CS-01,1.93995845,0.07146618,1,9945,14.08748115,45.72369453,59.81117567
ORD0034426,Pune,PUN-01,0.82630578,0.01193343,1,4724,23.66638442,36.14214322,59.80852764
ORD0034428,Pune,PUN-03,1.56614049,0.03969413,1,6179,17.25198252,42.15380744,59.40578996
ORD0034432,Pune,PUN-04,1.51887468,0.03680393,1,3178,31.74952801,41.73624071,73.48576871
ORD0034433,Pune,PUN-06,1.79005866,0.05659001,1,8315,13.33734215,44.22811096,57.56545311
ORD0034434,Pune,PUN-06,3.71548423,0.59588512,0,8315,13.33734215,73.88494319,87.22228534
ORD0034439,Pune,PUN-04,1.49661821,0.03551411,1,3178,31.74952801,41.54175066,73.29127867
ORD0034440,Pune,PUN-01,0.76884900,0.01085776,1,4724,23.66638442,35.70767568,59.37406010
ORD0034441,Pune,PUN-05,0.33641417,0.00531917,1,6302,14.48746430,32.51447420,47.00193849
ORD0034445,Pune,PUN-06,1.46729708,0.03388119,1,8315,13.33734215,41.28751531,54.62485746
ORD0034446,Pune,PUN-01,3.49946583,0.50727605,1,4724,23.66638442,69.71454217,93.38092659
ORD0034447,Pune,PUN-06,1.16118941,0.02064362,1,8315,13.33734215,38.74763442,52.08497657
ORD0034453,Pune,PUN-06,0.98068012,0.01537256,1,8315,13.33734215,37.32593756,50.66327971
ORD0034454,Pune,PUN-06,1.01185657,0.01617737,1,8315,13.33734215,37.56831700,50.90565915
ORD0034456,Pune,PUN-06,0.90519275,0.01358359,1,8315,13.33734215,36.74385689,50.08119904
ORD0034460,Pune,PUN-05,1.66190175,0.04622991,1,6302,14.48746430,43.02020941,57.50767371
ORD0034461,Pune,PUN-05,0.82007063,0.01181178,1,6302,14.48746430,36.09484775,50.58231205
ORD0034462,Pune,PUN-01,2.17136587,0.10160220,1,4724,23.66638442,48.24762704,71.91401146
ORD0034464,Pune,PUN-04,2.51016610,0.16574109,0,3178,31.74952801,52.54339532,84.29292332
ORD0034465,Pune,PUN-03,2.59335461,0.18576404,1,6179,17.25198252,53.72640346,70.97838598
ORD0034467,Pune,PUN-01,2.61431766,0.19109497,1,4724,23.66638442,54.03307263,77.69945705
ORD0034469,Pune,PUN-05,1.51917424,0.03682160,1,6302,14.48746430,41.73886755,56.22633185
ORD0034475,Pune,PUN-05,1.26278278,0.02435082,1,6302,14.48746430,39.57000394,54.05746823
ORD0034476,Pune,CS-01,3.03474402,0.32218806,1,9945,14.08748115,60.90885004,74.99633119
ORD0034477,Pune,PUN-05,0.87126713,0.01284801,1,6302,14.48746430,36.48431014,50.97177443
ORD0034481,Pune,PUN-01,1.05051379,0.01723302,1,4724,23.66638442,37.87058710,61.53697152
ORD0034483,Pune,CS-01,0.48784872,0.00683210,1,9945,14.08748115,33.61990416,47.70738531
ORD0034487,Pune,CS-01,1.12499219,0.01946108,1,9945,14.08748115,38.45877765,52.54625880
ORD0034490,Pune,PUN-01,0.51387349,0.00713213,1,4724,23.66638442,33.81107844,57.47746286
ORD0034494,Pune,PUN-05,6.22614394,0.98968330,0,6302,14.48746430,103.27350648,117.76097078
ORD0034498,Pune,PUN-06,1.48218701,0.03470116,1,8315,13.33734215,41.41634394,54.75368609
ORD0034500,Pune,PUN-03,1.81863514,0.05918127,1,6179,17.25198252,44.50588419,61.75786671
ORD0034501,Pune,CS-01,0.16483633,0.00400403,1,9945,14.08748115,31.27397513,45.36145628
ORD0034503,Pune,PUN-01,2.76810173,0.23376629,1,4724,23.66638442,56.38970092,80.05608534
ORD0034508,Pune,PUN-04,2.49218913,0.16164854,1,3178,31.74952801,52.29478008,84.04430808
ORD0034511,Pune,PUN-01,0.83082095,0.01202229,1,4724,23.66638442,36.17641523,59.84279965
ORD0034515,Pune,CS-01,4.05193890,0.72068839,0,9945,14.08748115,79.98422408,94.07170523
ORD0034520,Pune,CS-01,2.10648501,0.09216804,1,9945,14.08748115,47.51043639,61.59791754
ORD0034521,Pune,PUN-06,1.37847955,0.02936543,1,8315,13.33734215,40.53031973,53.86766188
ORD0034524,Pune,PUN-06,1.52575311,0.03721159,1,8315,13.33734215,41.79661948,55.13396163
ORD0034525,Pune,CS-01,3.42899154,0.47799079,1,9945,14.08748115,68.34266450,82.43014564
ORD0034526,Pune,PUN-03,3.71692845,0.59646335,0,6179,17.25198252,73.91239956,91.16438208
ORD0034527,Pune,PUN-01,3.41223644,0.47104299,1,4724,23.66638442,68.01694467,91.68332909
ORD0034529,Pune,PUN-01,1.08427504,0.01821013,1,4724,23.66638442,38.13622915,61.80261357
ORD0034532,Pune,PUN-06,2.32720869,0.12781938,1,8315,13.33734215,50.12504213,63.46238429
ORD0034537,Pune,PUN-01,1.08707812,0.01829366,1,4724,23.66638442,38.15835664,61.82474106
ORD0034538,Pune,PUN-04,1.88691963,0.06582974,1,3178,31.74952801,45.18332968,76.93285769
ORD0034540,Pune,CS-01,3.64167368,0.56601250,0,9945,14.08748115,72.47209078,86.55957193
ORD0034543,Pune,PUN-03,2.27605731,0.11863252,1,6179,17.25198252,49.49137666,66.74335918
ORD0034544,Pune,PUN-01,1.36277841,0.02863025,1,4724,23.66638442,40.39835648,64.06474090
ORD0034548,Pune,PUN-06,2.46420691,0.15544106,1,8315,13.33734215,51.91268019,65.25002234
ORD0034549,Pune,PUN-03,1.05490700,0.01735719,1,6179,17.25198252,37.90506467,55.15704719
ORD0034551,Pune,PUN-03,1.39290273,0.03005688,1,6179,17.25198252,40.65202548,57.90400800
ORD0034553,Pune,PUN-06,0.72103206,0.01003611,1,8315,13.33734215,35.34830773,48.68564988
ORD0034554,Pune,PUN-01,0.48565111,0.00680735,1,4724,23.66638442,33.60377833,57.27016275
ORD0034563,Pune,CS-01,1.65575675,0.04578140,1,9945,14.08748115,42.96373914,57.05122029
ORD0034564,Pune,PUN-03,1.87304901,0.06442533,1,6179,17.25198252,45.04410302,62.29608554
ORD0034565,Pune,PUN-03,2.02767449,0.08177213,1,6179,17.25198252,46.64688537,63.89886789
