city,mask,active_count,active_ids,existing_count,candidate_count,avg_cost,avg_distance,expected_breach,coverage,monthly_fixed_total,fitout_total,p95_distance
Pune,2167,7,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-05,6,1,70.76838450,2.14952683,0.22080655,0.79780384,754800.00000000,1310000.00000000,5.40732622
Pune,2168,5,PUN-04|PUN-05|PUN-06|PUN-07|CS-05,4,1,77.69516037,3.07757115,0.41808453,0.54839526,537900.00000000,1310000.00000000,6.84833145
Pune,2169,6,PUN-01|PUN-04|PUN-05|PUN-06|PUN-07|CS-05,5,1,73.93623215,2.54870725,0.32189870,0.65968348,649700.00000000,1310000.00000000,5.45031357
Pune,2170,6,PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-05,5,1,74.49922972,2.61428475,0.33582175,0.63095374,637300.00000000,1310000.00000000,5.44412613
Pune,2171,7,PUN-01|PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-05,6,1,76.25732663,2.53096652,0.31957603,0.66438954,749100.00000000,1310000.00000000,5.44412613
Pune,2172,6,PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-05,5,1,74.67282754,2.68923211,0.31804827,0.68177160,644500.00000000,1310000.00000000,6.84833145
Pune,2173,7,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-05,6,1,70.92781859,2.16180730,0.22199053,0.79305983,756300.00000000,1310000.00000000,5.40732622
Pune,2174,7,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-05,6,1,71.55433302,2.23215818,0.23691708,0.76433008,743900.00000000,1310000.00000000,5.40732622
Pune,2175,8,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-05,7,1,73.31242993,2.14883995,0.22067136,0.79776589,855700.00000000,1310000.00000000,5.40732622
Pune,2176,2,CS-01|CS-05,0,2,98.30049607,5.84070110,0.68006790,0.33119536,277200.00000000,2960000.00000000,12.20159531
Pune,2177,3,PUN-01|CS-01|CS-05,1,2,82.04233170,3.79717374,0.52066225,0.48760864,389000.00000000,2960000.00000000,7.83583117
Pune,2178,3,PUN-02|CS-01|CS-05,1,2,79.78209685,3.65402150,0.48918128,0.48143510,376600.00000000,2960000.00000000,7.83583117
Pune,2179,4,PUN-01|PUN-02|CS-01|CS-05,2,2,81.54019376,3.57070327,0.47293550,0.51487090,488400.00000000,2960000.00000000,7.83583117
Pune,2180,3,PUN-03|CS-01|CS-05,1,2,86.35962983,4.30206680,0.55114943,0.47412299,383800.00000000,2960000.00000000,9.57698345
Pune,2181,4,PUN-01|PUN-03|CS-01|CS-05,2,2,77.59689827,3.29051304,0.40079772,0.63053626,495600.00000000,2960000.00000000,7.83583117
Pune,2182,4,PUN-02|PUN-03|CS-01|CS-05,2,2,75.71542237,3.18509698,0.37313685,0.62436272,483200.00000000,2960000.00000000,7.83583117
Pune,2183,5,PUN-01|PUN-02|PUN-03|CS-01|CS-05,3,2,77.47351928,3.10177875,0.35689113,0.65779852,595000.00000000,2960000.00000000,7.83583117
Pune,2184,3,PUN-04|CS-01|CS-05,1,2,97.50582347,5.40539169,0.67005402,0.33119536,378100.00000000,2960000.00000000,11.64436913
Pune,2185,4,PUN-01|PUN-04|CS-01|CS-05,2,2,83.13508200,3.62786222,0.51149619,0.48760864,489900.00000000,2960000.00000000,7.16826582
Pune,2186,4,PUN-02|PUN-04|CS-01|CS-05,2,2,81.10778202,3.51456928,0.48081255,0.48143510,477500.00000000,2960000.00000000,7.16826582
Pune,2187,5,PUN-01|PUN-02|PUN-04|CS-01|CS-05,3,2,82.86587892,3.43125129,0.46456683,0.51487090,589300.00000000,2960000.00000000,7.16826582
Pune,2188,4,PUN-03|PUN-04|CS-01|CS-05,2,2,86.99250323,4.06861019,0.54162133,0.47412299,484700.00000000,2960000.00000000,9.14278793
Pune,2189,5,PUN-01|PUN-03|PUN-04|CS-01|CS-05,3,2,78.69455734,3.12182474,0.39164990,0.63053626,596500.00000000,2960000.00000000,7.16826582
Pune,2190,5,PUN-02|PUN-03|PUN-04|CS-01|CS-05,3,2,77.04110754,3.04564500,0.36476815,0.62436272,584100.00000000,2960000.00000000,7.16826582
Pune,2191,6,PUN-01|PUN-02|PUN-03|PUN-04|CS-01|CS-05,4,2,78.79920444,2.96232653,0.34852237,0.65779852,695900.00000000,2960000.00000000,7.16826582
Pune,2192,3,PUN-05|CS-01|CS-05,1,2,91.42980026,4.96781588,0.57771742,0.43668956,368500.00000000,2960000.00000000,11.85988045
Pune,2193,4,PUN-01|PUN-05|CS-01|CS-05,2,2,75.80853576,3.01515126,0.41834041,0.59310284,480300.00000000,2960000.00000000,5.94175529
Pune,2194,4,PUN-02|PUN-05|CS-01|CS-05,2,2,73.70807215,2.89404726,0.38704050,0.58692930,467900.00000000,2960000.00000000,5.58175564
Pune,2195,5,PUN-01|PUN-02|PUN-05|CS-01|CS-05,3,2,75.46616905,2.81072879,0.37079477,0.62036510,579700.00000000,2960000.00000000,5.58175564
Pune,2196,4,PUN-03|PUN-05|CS-01|CS-05,2,2,79.65206522,3.45247221,0.44880211,0.57961719,475100.00000000,2960000.00000000,7.43978119
Pune,2197,5,PUN-01|PUN-03|PUN-05|CS-01|CS-05,3,2,71.36310234,2.50849009,0.29847589,0.73603046,586900.00000000,2960000.00000000,5.68534994
Pune,2198,5,PUN-02|PUN-03|PUN-05|CS-01|CS-05,3,2,69.64139767,2.42512274,0.27099612,0.72985692,574500.00000000,2960000.00000000,5.34118986
Pune,2199,6,PUN-01|PUN-02|PUN-03|PUN-05|CS-01|CS-05,4,2,71.39949457,2.34180427,0.25475034,0.76329272,686300.00000000,2960000.00000000,5.34118986
Pune,2200,4,PUN-04|PUN-05|CS-01|CS-05,2,2,92.30484968,4.74253368,0.57435453,0.43665161,469400.00000000,2960000.00000000,11.64230442
Pune,2201,5,PUN-01|PUN-04|PUN-05|CS-01|CS-05,3,2,78.10207185,2.98899102,0.41579866,0.59306489,581200.00000000,2960000.00000000,5.78686619
Pune,2202,5,PUN-02|PUN-04|PUN-05|CS-01|CS-05,3,2,76.11190119,2.88098478,0.38511899,0.58689134,568800.00000000,2960000.00000000,5.54408741
Pune,2203,6,PUN-01|PUN-02|PUN-04|PUN-05|CS-01|CS-05,4,2,77.86999809,2.79766655,0.36887327,0.62032715,680600.00000000,2960000.00000000,5.54408741
Pune,2204,5,PUN-03|PUN-04|PUN-05|CS-01|CS-05,3,2,81.80901802,3.40825033,0.44592190,0.57957924,576000.00000000,2960000.00000000,7.38692760
Pune,2205,6,PUN-01|PUN-03|PUN-04|PUN-05|CS-01|CS-05,4,2,73.66154720,2.48295283,0.29595241,0.73599251,687800.00000000,2960000.00000000,5.42671013
Pune,2206,6,PUN-02|PUN-03|PUN-04|PUN-05|CS-01|CS-05,4,2,72.04522671,2.41206026,0.26907462,0.72981897,675400.00000000,2960000.00000000,5.19141912
Pune,2207,7,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|CS-01|CS-05,5,2,73.80332361,2.32874203,0.25282887,0.76325477,787200.00000000,2960000.00000000,5.19141912
Pune,2208,3,PUN-06|CS-01|CS-05,1,2,79.39775989,3.59952354,0.47938737,0.49745088,388100.00000000,2960000.00000000,8.07223225
Pune,2209,4,PUN-01|PUN-06|CS-01|CS-05,2,2,75.61727067,3.06813788,0.38307109,0.60873910,499900.00000000,2960000.00000000,7.70202351
Pune,2210,4,PUN-02|PUN-06|CS-01|CS-05,2,2,76.13371967,3.12872958,0.39660591,0.58000936,487500.00000000,2960000.00000000,7.70202351
Pune,2211,5,PUN-01|PUN-02|PUN-06|CS-01|CS-05,3,2,77.89181658,3.04541159,0.38036019,0.61344517,599300.00000000,2960000.00000000,7.70202351
Pune,2212,4,PUN-03|PUN-06|CS-01|CS-05,2,2,75.42339714,3.13789654,0.36471722,0.64037851,494700.00000000,2960000.00000000,8.07223225
Pune,2213,5,PUN-01|PUN-03|PUN-06|CS-01|CS-05,3,2,71.67834847,2.61046624,0.26865950,0.75166673,606500.00000000,2960000.00000000,7.70202351
Pune,2214,5,PUN-02|PUN-03|PUN-06|CS-01|CS-05,3,2,72.30472525,2.68079710,0.28358603,0.72293699,594100.00000000,2960000.00000000,7.70202351
Pune,2215,6,PUN-01|PUN-02|PUN-03|PUN-06|CS-01|CS-05,4,2,74.06282215,2.59747910,0.26734030,0.75637279,705900.00000000,2960000.00000000,7.70202351
Pune,2216,4,PUN-04|PUN-06|CS-01|CS-05,2,2,81.37673341,3.53201771,0.47600740,0.49745088,489000.00000000,2960000.00000000,8.07223225
Pune,2217,5,PUN-01|PUN-04|PUN-06|CS-01|CS-05,3,2,77.59624419,3.00063229,0.37969112,0.60873910,600800.00000000,2960000.00000000,7.16826582
Pune,2218,5,PUN-02|PUN-04|PUN-06|CS-01|CS-05,3,2,78.11269319,3.06122398,0.39322597,0.58000936,588400.00000000,2960000.00000000,7.16826582
Pune,2219,6,PUN-01|PUN-02|PUN-04|PUN-06|CS-01|CS-05,4,2,79.87079009,2.97790599,0.37698022,0.61344517,700200.00000000,2960000.00000000,7.16826582
Pune,2220,5,PUN-03|PUN-04|PUN-06|CS-01|CS-05,3,2,77.40237065,3.07039118,0.36133724,0.64037851,595600.00000000,2960000.00000000,8.07223225
Pune,2221,6,PUN-01|PUN-03|PUN-04|PUN-06|CS-01|CS-05,4,2,73.65732199,2.54296064,0.26527953,0.75166673,707400.00000000,2960000.00000000,7.16826582
Pune,2222,6,PUN-02|PUN-03|PUN-04|PUN-06|CS-01|CS-05,4,2,74.28369877,2.61329174,0.28020608,0.72293699,695000.00000000,2960000.00000000,7.16826582
Pune,2223,7,PUN-01|PUN-02|PUN-03|PUN-04|PUN-06|CS-01|CS-05,5,2,76.04179567,2.52997351,0.26396033,0.75637279,806800.00000000,2960000.00000000,7.16826582
Pune,2224,4,PUN-05|PUN-06|CS-01|CS-05,2,2,74.15625076,2.93861723,0.38188121,0.60294508,479400.00000000,2960000.00000000,6.84833145
Pune,2225,5,PUN-01|PUN-05|PUN-06|CS-01|CS-05,3,2,70.37580126,2.40723753,0.28556496,0.71423330,591200.00000000,2960000.00000000,5.48871613
Pune,2226,5,PUN-02|PUN-05|PUN-06|CS-01|CS-05,3,2,70.89238792,2.46784902,0.29909974,0.68550356,578800.00000000,2960000.00000000,5.41083956
Pune,2227,6,PUN-01|PUN-02|PUN-05|PUN-06|CS-01|CS-05,4,2,72.65048482,2.38453078,0.28285402,0.71893937,690600.00000000,2960000.00000000,5.41083956
Pune,2228,5,PUN-03|PUN-05|PUN-06|CS-01|CS-05,3,2,70.18188801,2.47699070,0.26721102,0.74587271,586000.00000000,2960000.00000000,6.84833145
Pune,2229,6,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-05,4,2,66.43687906,1.94956565,0.17115334,0.85716093,697800.00000000,2960000.00000000,4.43869162
Pune,2230,6,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,4,2,67.06339349,2.01991653,0.18607989,0.82843119,685400.00000000,2960000.00000000,4.81478405
Pune,2231,7,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,5,2,68.82149040,1.93659830,0.16983415,0.86186699,797200.00000000,2960000.00000000,4.43869162
Pune,2232,5,PUN-04|PUN-05|PUN-06|CS-01|CS-05,3,2,76.70029619,2.93793011,0.38174602,0.60290713,580300.00000000,2960000.00000000,6.84833145
Pune,2233,6,PUN-01|PUN-04|PUN-05|PUN-06|CS-01|CS-05,4,2,72.91984669,2.40655041,0.28542978,0.71419535,692100.00000000,2960000.00000000,5.48871613
Pune,2234,6,PUN-02|PUN-04|PUN-05|PUN-06|CS-01|CS-05,4,2,73.43643334,2.46716166,0.29896456,0.68546561,679700.00000000,2960000.00000000,5.41083956
Pune,2235,7,PUN-01|PUN-02|PUN-04|PUN-05|PUN-06|CS-01|CS-05,5,2,75.19453025,2.38384366,0.28271884,0.71890141,791500.00000000,2960000.00000000,5.41083956
Pune,2236,6,PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,4,2,72.72593344,2.47630334,0.26707587,0.74583476,686900.00000000,2960000.00000000,6.84833145
Pune,2237,7,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,5,2,68.98092449,1.94887853,0.17101814,0.85712298,798700.00000000,2960000.00000000,4.43869162
Pune,2238,7,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,5,2,69.60743892,2.01922917,0.18594468,0.82839323,786300.00000000,2960000.00000000,4.81478405
Pune,2239,8,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,6,2,71.36553582,1.93591094,0.16969895,0.86182904,898100.00000000,2960000.00000000,4.43869162
Pune,2240,3,PUN-07|CS-01|CS-05,1,2,96.54199610,5.41312218,0.63882148,0.35822991,374900.00000000,2960000.00000000,11.86497211
Pune,2241,4,PUN-01|PUN-07|CS-01|CS-05,2,2,81.53174579,3.54255629,0.48065540,0.51464319,486700.00000000,2960000.00000000,7.83583117
Pune,2242,4,PUN-02|PUN-07|CS-01|CS-05,2,2,79.46853080,3.42203999,0.45045987,0.50846964,474300.00000000,2960000.00000000,7.83583117
Pune,2243,5,PUN-01|PUN-02|PUN-07|CS-01|CS-05,3,2,81.22662770,3.33872175,0.43421409,0.54190545,586100.00000000,2960000.00000000,7.83583117
Pune,2244,4,PUN-03|PUN-07|CS-01|CS-05,2,2,87.22022676,4.15885878,0.53085291,0.48559718,481500.00000000,2960000.00000000,9.57698345
Pune,2245,5,PUN-01|PUN-03|PUN-07|CS-01|CS-05,3,2,78.45749520,3.14730525,0.38050124,0.64201045,593300.00000000,2960000.00000000,7.83583117
Pune,2246,5,PUN-02|PUN-03|PUN-07|CS-01|CS-05,3,2,76.57601930,3.04188895,0.35284036,0.63583691,580900.00000000,2960000.00000000,7.83583117
Pune,2247,6,PUN-01|PUN-02|PUN-03|PUN-07|CS-01|CS-05,4,2,78.33411621,2.95857072,0.33659464,0.66927271,692700.00000000,2960000.00000000,7.83583117
Pune,2248,4,PUN-04|PUN-07|CS-01|CS-05,2,2,96.06321581,5.02291632,0.62881309,0.35822991,475800.00000000,2960000.00000000,11.15172482
Pune,2249,5,PUN-01|PUN-04|PUN-07|CS-01|CS-05,3,2,82.62449608,3.37324476,0.47148928,0.51464319,587600.00000000,2960000.00000000,7.16826582
Pune,2250,5,PUN-02|PUN-04|PUN-07|CS-01|CS-05,3,2,80.79421596,3.28258801,0.44209111,0.50846964,575200.00000000,2960000.00000000,7.16826582
Pune,2251,6,PUN-01|PUN-02|PUN-04|PUN-07|CS-01|CS-05,4,2,82.55231287,3.19926977,0.42584535,0.54190545,687000.00000000,2960000.00000000,7.16826582
Pune,2252,5,PUN-03|PUN-04|PUN-07|CS-01|CS-05,3,2,87.85310016,3.92540288,0.52132481,0.48559718,582400.00000000,2960000.00000000,9.14278793
Pune,2253,6,PUN-01|PUN-03|PUN-04|PUN-07|CS-01|CS-05,4,2,79.55515427,2.97861671,0.37135345,0.64201045,694200.00000000,2960000.00000000,7.16826582
Pune,2254,6,PUN-02|PUN-03|PUN-04|PUN-07|CS-01|CS-05,4,2,77.90170447,2.90243697,0.34447163,0.63583691,681800.00000000,2960000.00000000,7.16826582
Pune,2255,7,PUN-01|PUN-02|PUN-03|PUN-04|PUN-07|CS-01|CS-05,5,2,79.65980137,2.81911874,0.32822591,0.66927271,793600.00000000,2960000.00000000,7.16826582
Pune,2256,4,PUN-05|PUN-07|CS-01|CS-05,2,2,89.75205961,4.55177355,0.53647101,0.46372411,466200.00000000,2960000.00000000,10.99033642
Pune,2257,5,PUN-01|PUN-05|PUN-07|CS-01|CS-05,3,2,75.29794985,2.76053357,0.37833351,0.62013739,578000.00000000,2960000.00000000,5.71009493
Pune,2258,5,PUN-02|PUN-05|PUN-07|CS-01|CS-05,3,2,73.39450609,2.66206574,0.34831905,0.61396384,565600.00000000,2960000.00000000,5.37234831
Pune,2259,6,PUN-01|PUN-02|PUN-05|PUN-07|CS-01|CS-05,4,2,75.15260300,2.57874751,0.33207333,0.64739965,677400.00000000,2960000.00000000,5.37234831
Pune,2260,5,PUN-03|PUN-05|PUN-07|CS-01|CS-05,3,2,80.51266215,3.30926418,0.42850566,0.59109138,572800.00000000,2960000.00000000,7.43978119
Pune,2261,6,PUN-01|PUN-03|PUN-05|PUN-07|CS-01|CS-05,4,2,72.22369927,2.36528230,0.27817938,0.74750465,684600.00000000,2960000.00000000,5.68534994
Pune,2262,6,PUN-02|PUN-03|PUN-05|PUN-07|CS-01|CS-05,4,2,70.50199460,2.28191471,0.25069961,0.74133111,672200.00000000,2960000.00000000,5.34118986
Pune,2263,7,PUN-01|PUN-02|PUN-03|PUN-05|PUN-07|CS-01|CS-05,5,2,72.26009150,2.19859672,0.23445387,0.77476691,784000.00000000,2960000.00000000,5.34118986
Pune,2264,5,PUN-04|PUN-05|PUN-07|CS-01|CS-05,3,2,90.87245331,4.36151695,0.53311372,0.46368616,567100.00000000,2960000.00000000,10.98790264
Pune,2265,6,PUN-01|PUN-04|PUN-05|PUN-07|CS-01|CS-05,4,2,77.59148594,2.73437333,0.37579176,0.62009943,678900.00000000,2960000.00000000,5.45506573
Pune,2266,6,PUN-02|PUN-04|PUN-05|PUN-07|CS-01|CS-05,4,2,75.79833514,2.64900327,0.34639755,0.61392589,666500.00000000,2960000.00000000,5.26940775
Pune,2267,7,PUN-01|PUN-02|PUN-04|PUN-05|PUN-07|CS-01|CS-05,5,2,77.55643204,2.56568503,0.33015183,0.64736170,778300.00000000,2960000.00000000,5.26940775
Pune,2268,6,PUN-03|PUN-04|PUN-05|PUN-07|CS-01|CS-05,4,2,82.66961495,3.26504278,0.42562538,0.59105342,673700.00000000,2960000.00000000,7.38692760
Pune,2269,7,PUN-01|PUN-03|PUN-04|PUN-05|PUN-07|CS-01|CS-05,5,2,74.52214413,2.33974481,0.27565593,0.74746670,785500.00000000,2960000.00000000,5.42671013
Pune,2270,7,PUN-02|PUN-03|PUN-04|PUN-05|PUN-07|CS-01|CS-05,5,2,72.90582364,2.26885223,0.24877812,0.74129315,773100.00000000,2960000.00000000,5.19141912
Pune,2271,8,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-07|CS-01|CS-05,6,2,74.66392054,2.18553400,0.23253240,0.77472896,884900.00000000,2960000.00000000,5.19141912
Pune,2272,4,PUN-06|PUN-07|CS-01|CS-05,2,2,79.13814586,3.37296319,0.44119933,0.52448543,485800.00000000,2960000.00000000,8.07223225
Pune,2273,5,PUN-01|PUN-06|PUN-07|CS-01|CS-05,3,2,75.37917792,2.84409356,0.34501350,0.63577365,597600.00000000,2960000.00000000,7.70202351
Pune,2274,5,PUN-02|PUN-06|PUN-07|CS-01|CS-05,3,2,75.94203784,2.90965176,0.35893649,0.60704391,585200.00000000,2960000.00000000,7.70202351
Pune,2275,6,PUN-01|PUN-02|PUN-06|PUN-07|CS-01|CS-05,4,2,77.70013474,2.82633328,0.34269077,0.64047971,697000.00000000,2960000.00000000,7.70202351
Pune,2276,5,PUN-03|PUN-06|PUN-07|CS-01|CS-05,3,2,76.28399407,2.99468899,0.34442073,0.65185270,592400.00000000,2960000.00000000,8.07223225
Pune,2277,6,PUN-01|PUN-03|PUN-06|PUN-07|CS-01|CS-05,4,2,72.53894540,2.46725821,0.24836299,0.76314092,704200.00000000,2960000.00000000,7.70202351
Pune,2278,6,PUN-02|PUN-03|PUN-06|PUN-07|CS-01|CS-05,4,2,73.16532218,2.53758931,0.26328954,0.73441117,691800.00000000,2960000.00000000,7.70202351
Pune,2279,7,PUN-01|PUN-02|PUN-03|PUN-06|PUN-07|CS-01|CS-05,5,2,74.92341908,2.45427108,0.24704379,0.76784698,803600.00000000,2960000.00000000,7.70202351
Pune,2280,5,PUN-04|PUN-06|PUN-07|CS-01|CS-05,3,2,81.11711937,3.30545783,0.43781939,0.52448543,586700.00000000,2960000.00000000,8.07223225
Pune,2281,6,PUN-01|PUN-04|PUN-06|PUN-07|CS-01|CS-05,4,2,77.35815143,2.77658796,0.34163353,0.63577365,698500.00000000,2960000.00000000,7.16826582
Pune,2282,6,PUN-02|PUN-04|PUN-06|PUN-07|CS-01|CS-05,4,2,77.92101136,2.84214616,0.35555652,0.60704391,686100.00000000,2960000.00000000,7.16826582
Pune,2283,7,PUN-01|PUN-02|PUN-04|PUN-06|PUN-07|CS-01|CS-05,5,2,79.67910826,2.75882792,0.33931080,0.64047971,797900.00000000,2960000.00000000,7.16826582
Pune,2284,6,PUN-03|PUN-04|PUN-06|PUN-07|CS-01|CS-05,4,2,78.26296758,2.92718339,0.34104076,0.65185270,693300.00000000,2960000.00000000,8.07223225
Pune,2285,7,PUN-01|PUN-03|PUN-04|PUN-06|PUN-07|CS-01|CS-05,5,2,74.51791891,2.39975262,0.24498306,0.76314092,805100.00000000,2960000.00000000,7.16826582
Pune,2286,7,PUN-02|PUN-03|PUN-04|PUN-06|PUN-07|CS-01|CS-05,5,2,75.14429569,2.47008395,0.25990954,0.73441117,792700.00000000,2960000.00000000,7.16826582
Pune,2287,8,PUN-01|PUN-02|PUN-03|PUN-04|PUN-06|PUN-07|CS-01|CS-05,6,2,76.90239260,2.38676548,0.24366383,0.76784698,904500.00000000,2960000.00000000,7.16826582
Pune,2288,5,PUN-05|PUN-06|PUN-07|CS-01|CS-05,3,2,73.89663673,2.71205735,0.34369320,0.62997963,577100.00000000,2960000.00000000,6.84833145
Pune,2289,6,PUN-01|PUN-05|PUN-06|PUN-07|CS-01|CS-05,4,2,70.13770851,2.18319321,0.24750732,0.74126785,688900.00000000,2960000.00000000,5.11218643
Pune,2290,6,PUN-02|PUN-05|PUN-06|PUN-07|CS-01|CS-05,4,2,70.70070608,2.24877095,0.26143038,0.71253811,676500.00000000,2960000.00000000,5.09978962
Pune,2291,7,PUN-01|PUN-02|PUN-05|PUN-06|PUN-07|CS-01|CS-05,5,2,72.45880298,2.16545248,0.24518463,0.74597391,788300.00000000,2960000.00000000,5.09779739
Pune,2292,6,PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,4,2,71.04248494,2.33378291,0.24691457,0.75734689,683700.00000000,2960000.00000000,6.84833145
Pune,2293,7,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,5,2,67.29747599,1.80635774,0.15085685,0.86863512,795500.00000000,2960000.00000000,4.43869162
Pune,2294,7,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,5,2,67.92399042,1.87670863,0.16578339,0.83990537,783100.00000000,2960000.00000000,4.81478405
Pune,2295,8,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,6,2,69.68208732,1.79339027,0.14953767,0.87334118,894900.00000000,2960000.00000000,4.43869162
Pune,2296,6,PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,4,2,76.44068215,2.71137023,0.34355798,0.62994168,678000.00000000,2960000.00000000,6.84833145
Pune,2297,7,PUN-01|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,5,2,72.68175393,2.18250585,0.24737214,0.74122990,789800.00000000,2960000.00000000,5.11218643
Pune,2298,7,PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,5,2,73.24475151,2.24808383,0.26129517,0.71250016,777400.00000000,2960000.00000000,5.09978962
Pune,2299,8,PUN-01|PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,6,2,75.00284841,2.16476560,0.24504943,0.74593596,889200.00000000,2960000.00000000,5.09779739
Pune,2300,7,PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,5,2,73.58653037,2.33309555,0.24677935,0.75730894,784600.00000000,2960000.00000000,6.84833145
Pune,2301,8,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,6,2,69.84152142,1.80567062,0.15072164,0.86859716,896400.00000000,2960000.00000000,4.43869162
Pune,2302,8,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,6,2,70.46803585,1.87602139,0.16564819,0.83986742,884000.00000000,2960000.00000000,4.81478405
Pune,2303,9,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,7,2,72.22613275,1.79270303,0.14940245,0.87330322,995800.00000000,2960000.00000000,4.43869162
Pune,2304,2,CS-02|CS-05,0,2,95.28752581,5.46394444,0.67260587,0.34268220,271200.00000000,2790000.00000000,10.83185196
Pune,2305,3,PUN-01|CS-02|CS-05,1,2,81.73373187,3.79967380,0.51485258,0.49909547,383000.00000000,2790000.00000000,7.83583117
Pune,2306,3,PUN-02|CS-02|CS-05,1,2,79.70046182,3.68158269,0.48508936,0.49292193,370600.00000000,2790000.00000000,7.83583117
Pune,2307,4,PUN-01|PUN-02|CS-02|CS-05,2,2,81.45855872,3.59826469,0.46884364,0.52635774,482400.00000000,2790000.00000000,7.83583117
Pune,2308,3,PUN-03|CS-02|CS-05,1,2,89.36302816,4.53276062,0.60249448,0.41036345,377800.00000000,2790000.00000000,9.57698345
Pune,2309,4,PUN-01|PUN-03|CS-02|CS-05,2,2,80.60029661,3.52120662,0.45214275,0.56677673,489600.00000000,2790000.00000000,7.83583117
Pune,2310,4,PUN-02|PUN-03|CS-02|CS-05,2,2,78.71882071,3.41579056,0.42448190,0.56060319,477200.00000000,2790000.00000000,7.83583117
Pune,2311,5,PUN-01|PUN-02|PUN-03|CS-02|CS-05,3,2,80.47691761,3.33247232,0.40823615,0.59403899,589000.00000000,2790000.00000000,7.83583117
Pune,2312,3,PUN-04|CS-02|CS-05,1,2,94.86625014,5.08194351,0.66259986,0.34268220,372100.00000000,2790000.00000000,10.31491089
Pune,2313,4,PUN-01|PUN-04|CS-02|CS-05,2,2,82.82648217,3.63036275,0.50568646,0.49909547,483900.00000000,2790000.00000000,7.16826582
Pune,2314,4,PUN-02|PUN-04|CS-02|CS-05,2,2,81.02614698,3.54213071,0.47672063,0.49292193,471500.00000000,2790000.00000000,7.16826582
Pune,2315,5,PUN-01|PUN-02|PUN-04|CS-02|CS-05,3,2,82.78424389,3.45881248,0.46047491,0.52635774,583300.00000000,2790000.00000000,7.16826582
Pune,2316,4,PUN-03|PUN-04|CS-02|CS-05,2,2,89.99590157,4.29930401,0.59296638,0.41036345,478700.00000000,2790000.00000000,9.14278793
Pune,2317,5,PUN-01|PUN-03|PUN-04|CS-02|CS-05,3,2,81.69795568,3.35251808,0.44299495,0.56677673,590500.00000000,2790000.00000000,7.16826582
Pune,2318,5,PUN-02|PUN-03|PUN-04|CS-02|CS-05,3,2,80.04450587,3.27633882,0.41611314,0.56060319,578100.00000000,2790000.00000000,7.16826582
Pune,2319,6,PUN-01|PUN-02|PUN-03|PUN-04|CS-02|CS-05,4,2,81.80260278,3.19302034,0.39986739,0.59403899,689900.00000000,2790000.00000000,7.16826582
Pune,2320,3,PUN-05|CS-02|CS-05,1,2,88.50809230,4.60409641,0.57025540,0.44817640,362500.00000000,2790000.00000000,9.56435585
Pune,2321,4,PUN-01|PUN-05|CS-02|CS-05,2,2,75.49993594,3.01765108,0.41253072,0.60458967,474300.00000000,2790000.00000000,5.88974905
Pune,2322,4,PUN-02|PUN-05|CS-02|CS-05,2,2,73.62643711,2.92160845,0.38294861,0.59841613,461900.00000000,2790000.00000000,5.62588644
Pune,2323,5,PUN-01|PUN-02|PUN-05|CS-02|CS-05,3,2,75.38453402,2.83829045,0.36670285,0.63185194,573700.00000000,2790000.00000000,5.62588644
