fixed_cost_factor,city,active_ids,avg_cost,economic_cost,expected_breach,coverage,fitout
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-03|CS-04,75.72182992,79.96684309,0.10246344,0.89345579,6040000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-03|CS-04,83.81448366,88.05949683,0.10246344,0.89345579,6040000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-03|CS-04,91.90713740,96.15215056,0.10246344,0.89345579,6040000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-05,57.50042353,59.58076111,0.17115334,0.85716093,2960000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-05,61.96865129,64.04898887,0.17115334,0.85716093,2960000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-05,66.43687906,68.51721664,0.17115334,0.85716093,2960000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-05,70.90510682,72.98544440,0.17115334,0.85716093,2960000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-05,75.37333458,77.45367216,0.17115334,0.85716093,2960000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,58.32934919,60.40968677,0.18607989,0.82843119,2960000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,62.69637134,64.77670892,0.18607989,0.82843119,2960000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,67.06339349,69.14373107,0.18607989,0.82843119,2960000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,71.43041564,73.51075322,0.18607989,0.82843119,2960000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,75.79743779,77.87777537,0.18607989,0.82843119,2960000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,58.48333714,60.56367472,0.16983415,0.86186699,2960000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,63.65241377,65.73275135,0.16983415,0.86186699,2960000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,68.82149040,70.90182797,0.16983415,0.86186699,2960000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,73.99056702,76.07090460,0.16983415,0.86186699,2960000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-05,79.15964365,81.23998122,0.16983415,0.86186699,2960000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,58.57445745,60.65479502,0.17101814,0.85712298,2960000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,63.77769097,65.85802854,0.17101814,0.85712298,2960000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,68.98092449,71.06126206,0.17101814,0.85712298,2960000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,74.18415801,76.26449558,0.17101814,0.85712298,2960000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,79.38739153,81.46772910,0.17101814,0.85712298,2960000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,59.40338311,61.48372068,0.18594468,0.82839323,2960000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,64.50541101,66.58574859,0.18594468,0.82839323,2960000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,69.60743892,71.68777650,0.18594468,0.82839323,2960000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,74.70946683,76.78980440,0.18594468,0.82839323,2960000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,79.81149474,81.89183231,0.18594468,0.82839323,2960000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,59.55737106,61.63770864,0.16969895,0.86182904,2960000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,65.46145344,67.54179102,0.16969895,0.86182904,2960000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,71.36553582,73.44587340,0.16969895,0.86182904,2960000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,77.26961820,79.34995578,0.16969895,0.86182904,2960000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-05,83.17370059,85.25403816,0.16969895,0.86182904,2960000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,56.92390077,59.00423835,0.15085685,0.86863512,2960000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,62.11068838,64.19102596,0.15085685,0.86863512,2960000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,67.29747599,69.37781356,0.15085685,0.86863512,2960000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,72.48426359,74.56460117,0.15085685,0.86863512,2960000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,77.67105120,79.75138878,0.15085685,0.86863512,2960000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,57.75282643,59.83316401,0.16578339,0.83990537,2960000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,62.83840842,64.91874600,0.16578339,0.83990537,2960000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,67.92399042,70.00432800,0.16578339,0.83990537,2960000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,73.00957242,75.08990999,0.16578339,0.83990537,2960000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,78.09515441,80.17549199,0.16578339,0.83990537,2960000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,57.90681438,59.98715196,0.14953767,0.87334118,2960000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,63.79445085,65.87478843,0.14953767,0.87334118,2960000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,69.68208732,71.76242490,0.14953767,0.87334118,2960000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,75.56972379,77.65006137,0.14953767,0.87334118,2960000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-05,81.45736026,83.53769784,0.14953767,0.87334118,2960000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,57.99793469,60.07827227,0.15072164,0.86859716,2960000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,63.91972805,66.00006563,0.15072164,0.86859716,2960000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,69.84152142,71.92185899,0.15072164,0.86859716,2960000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,75.76331478,77.84365236,0.15072164,0.86859716,2960000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,81.68510814,83.76544572,0.15072164,0.86859716,2960000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,58.82686035,60.90719792,0.16564819,0.83986742,2960000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,64.64744810,66.72778567,0.16564819,0.83986742,2960000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,70.46803585,72.54837343,0.16564819,0.83986742,2960000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,76.28862360,78.36896118,0.16564819,0.83986742,2960000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,82.10921135,84.18954893,0.16564819,0.83986742,2960000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,58.98084830,61.06118588,0.14940245,0.87330322,2960000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,65.60349053,67.68382810,0.14940245,0.87330322,2960000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,72.22613275,74.30647033,0.14940245,0.87330322,2960000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,78.84877498,80.92911255,0.14940245,0.87330322,2960000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-05,85.47141720,87.55175478,0.14940245,0.87330322,2960000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,58.91506557,60.87592430,0.18444361,0.82967096,2790000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,64.10185318,66.06271191,0.18444361,0.82967096,2790000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,69.28864079,71.24949952,0.18444361,0.82967096,2790000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,74.47542839,76.43628712,0.18444361,0.82967096,2790000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,79.66221600,81.62307473,0.18444361,0.82967096,2790000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,59.74399123,61.70484996,0.19937016,0.80094121,2790000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,64.82957322,66.79043195,0.19937016,0.80094121,2790000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,69.91515522,71.87601395,0.19937016,0.80094121,2790000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,75.00073722,76.96159595,0.19937016,0.80094121,2790000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,80.08631921,82.04717794,0.19937016,0.80094121,2790000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,59.89797918,61.85883791,0.18312442,0.83437702,2790000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,65.78561565,67.74647438,0.18312442,0.83437702,2790000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,71.67325212,73.63411085,0.18312442,0.83437702,2790000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,77.56088859,79.52174732,0.18312442,0.83437702,2790000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-02|CS-05,83.44852506,85.40938379,0.18312442,0.83437702,2790000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,59.98909949,61.94995822,0.18430841,0.82963300,2790000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,65.91089285,67.87175158,0.18430841,0.82963300,2790000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,71.83268621,73.79354494,0.18430841,0.82963300,2790000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,77.75447958,79.71533831,0.18430841,0.82963300,2790000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,83.67627294,85.63713167,0.18430841,0.82963300,2790000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,60.81802515,62.77888388,0.19923496,0.80090326,2790000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,66.63861290,68.59947163,0.19923496,0.80090326,2790000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,72.45920065,74.42005938,0.19923496,0.80090326,2790000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,78.27978840,80.24064713,0.19923496,0.80090326,2790000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,84.10037615,86.06123488,0.19923496,0.80090326,2790000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,60.97201310,62.93287183,0.18298922,0.83433906,2790000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,67.59465533,69.55551406,0.18298922,0.83433906,2790000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,74.21729755,76.17815628,0.18298922,0.83433906,2790000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,80.83993978,82.80079851,0.18298922,0.83433906,2790000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-02|CS-05,87.46258200,89.42344073,0.18298922,0.83433906,2790000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,58.36077778,61.48128415,0.15929909,0.85798323,4440000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,63.56401130,66.68451767,0.15929909,0.85798323,4440000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,68.76724482,71.88775119,0.15929909,0.85798323,4440000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,73.97047834,77.09098470,0.15929909,0.85798323,4440000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,79.17371186,82.29421822,0.15929909,0.85798323,4440000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,59.18970344,62.31020980,0.17422564,0.82925348,4440000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,64.29173135,67.41223771,0.17422564,0.82925348,4440000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,69.39375925,72.51426562,0.17422564,0.82925348,4440000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,74.49578716,77.61629353,0.17422564,0.82925348,4440000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,79.59781507,82.71832143,0.17422564,0.82925348,4440000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,59.34369139,62.46419776,0.15797991,0.86268929,4440000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,65.24777378,68.36828014,0.15797991,0.86268929,4440000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,71.15185616,74.27236252,0.15797991,0.86268929,4440000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,77.05593854,80.17644490,0.15797991,0.86268929,4440000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|CS-01|CS-02|CS-05,82.96002092,86.08052729,0.15797991,0.86268929,4440000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,59.43481170,62.55531806,0.15916389,0.85794527,4440000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,65.37305097,68.49355734,0.15916389,0.85794527,4440000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,71.31129025,74.43179661,0.15916389,0.85794527,4440000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,77.24952952,80.37003589,0.15916389,0.85794527,4440000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,83.18776880,86.30827516,0.15916389,0.85794527,4440000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,60.26373736,63.38424372,0.17409043,0.82921553,4440000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,66.10077102,69.22127738,0.17409043,0.82921553,4440000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,71.93780468,75.05831105,0.17409043,0.82921553,4440000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,77.77483835,80.89534471,0.17409043,0.82921553,4440000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,83.61187201,86.73237838,0.17409043,0.82921553,4440000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,60.41772531,63.53823168,0.15784471,0.86265133,4440000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,67.05681345,70.17731981,0.15784471,0.86265133,4440000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,73.69590159,76.81640795,0.15784471,0.86265133,4440000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,80.33498972,83.45549609,0.15784471,0.86265133,4440000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-04|PUN-05|PUN-06|CS-01|CS-02|CS-05,86.97407786,90.09458423,0.15784471,0.86265133,4440000.00000000
0.00000000,Pune,PUN-01|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,60.10942691,63.22993327,0.19630188,0.80507799,4440000.00000000
0.50000000,Pune,PUN-01|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,65.26332269,68.38382906,0.19630188,0.80507799,4440000.00000000
1.00000000,Pune,PUN-01|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,70.41721847,73.53772484,0.19630188,0.80507799,4440000.00000000
1.50000000,Pune,PUN-01|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,75.57111426,78.69162062,0.19630188,0.80507799,4440000.00000000
2.00000000,Pune,PUN-01|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,80.72501004,83.84551641,0.19630188,0.80507799,4440000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,61.05760052,64.17810689,0.19436100,0.80978405,4440000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,66.91234517,70.03285153,0.19436100,0.80978405,4440000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,72.76708981,75.88759618,0.19436100,0.80978405,4440000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,78.62183446,81.74234082,0.19436100,0.80978405,4440000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,84.47657910,87.59708547,0.19436100,0.80978405,4440000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,57.84254169,60.96304806,0.14006536,0.86886283,4440000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,63.76433505,66.88484142,0.14006536,0.86886283,4440000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,69.68612842,72.80663478,0.14006536,0.86886283,4440000.00000000
1.50000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,75.60792178,78.72842815,0.14006536,0.86886283,4440000.00000000
2.00000000,Pune,PUN-01|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,81.52971514,84.65022151,0.14006536,0.86886283,4440000.00000000
0.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,58.67146735,61.79197371,0.15499191,0.84013309,4440000.00000000
0.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,64.49205510,67.61256147,0.15499191,0.84013309,4440000.00000000
1.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,70.31264285,73.43314922,0.15499191,0.84013309,4440000.00000000
1.50000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,76.13323060,79.25373697,0.15499191,0.84013309,4440000.00000000
2.00000000,Pune,PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,81.95381835,85.07432472,0.15499191,0.84013309,4440000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,58.82545530,61.94596167,0.13874617,0.87356889,4440000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,65.44809753,68.56860389,0.13874617,0.87356889,4440000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,72.07073975,75.19124612,0.13874617,0.87356889,4440000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,78.69338198,81.81388835,0.13874617,0.87356889,4440000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-03|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,85.31602421,88.43653057,0.13874617,0.87356889,4440000.00000000
0.00000000,Pune,PUN-01|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,61.18346082,64.30396719,0.19616668,0.80504004,4440000.00000000
0.50000000,Pune,PUN-01|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,67.07236236,70.19286873,0.19616668,0.80504004,4440000.00000000
1.00000000,Pune,PUN-01|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,72.96126390,76.08177027,0.19616668,0.80504004,4440000.00000000
1.50000000,Pune,PUN-01|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,78.85016544,81.97067181,0.19616668,0.80504004,4440000.00000000
2.00000000,Pune,PUN-01|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,84.73906698,87.85957335,0.19616668,0.80504004,4440000.00000000
0.00000000,Pune,PUN-01|PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,62.13163444,65.25214080,0.19422582,0.80974610,4440000.00000000
0.50000000,Pune,PUN-01|PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,68.72138484,71.84189121,0.19422582,0.80974610,4440000.00000000
1.00000000,Pune,PUN-01|PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,75.31113524,78.43164161,0.19422582,0.80974610,4440000.00000000
1.50000000,Pune,PUN-01|PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,81.90088564,85.02139201,0.19422582,0.80974610,4440000.00000000
2.00000000,Pune,PUN-01|PUN-02|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,88.49063605,91.61114241,0.19422582,0.80974610,4440000.00000000
0.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,58.91657561,62.03708197,0.13993016,0.86882488,4440000.00000000
0.50000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,65.57337473,68.69388109,0.13993016,0.86882488,4440000.00000000
1.00000000,Pune,PUN-01|PUN-03|PUN-04|PUN-05|PUN-06|PUN-07|CS-01|CS-02|CS-05,72.23017385,75.35068021,0.13993016,0.86882488,4440000.00000000
