order_id,city,assigned_facility,assignment_distance_km,assigned_radius_km,expected_breach_prob,after_coverage,assigned_month_orders,after_fixed_cost_per_order,after_variable_cost_inr,after_cost_to_serve_inr
ORD0054907,Pune,PUN-06,1.588173,2.500000,0.041115,1,8315,13.337342,42.350650,55.687992
ORD0054909,Pune,PUN-05,1.443223,4.000000,0.032595,1,6302,14.487464,41.080409,55.567873
ORD0054914,Pune,PUN-03,1.839864,3.500000,0.061178,1,6179,17.251983,44.714385,61.966368
ORD0054915,Pune,CS-01,0.893018,3.500000,0.013315,1,9945,14.087481,36.650577,50.738058
ORD0054917,Pune,PUN-05,3.667842,4.000000,0.576670,1,6302,14.487464,72.975006,87.462471
ORD0054921,Pune,PUN-03,2.019616,3.500000,0.080771,1,6179,17.251983,46.560455,63.812437
ORD0054922,Pune,PUN-01,0.877266,3.500000,0.012975,1,4724,23.666384,36.530115,60.196500
ORD0054923,Pune,PUN-04,3.276170,2.500000,0.415266,0,3178,31.749528,65.391164,97.140692
ORD0054924,Pune,PUN-06,1.103437,2.500000,0.018789,1,8315,13.337342,38.287718,51.625060
ORD0054927,Pune,CS-01,3.200489,3.500000,0.385066,1,9945,14.087481,63.955413,78.042894
ORD0054929,Pune,PUN-03,1.899619,3.500000,0.067140,1,6179,17.251983,45.311546,62.563529
ORD0054930,Pune,PUN-05,6.312904,4.000000,0.991057,0,6302,14.487464,103.922037,118.409501
ORD0054933,Pune,PUN-04,2.479612,2.500000,0.158834,1,3178,31.749528,52.122312,83.871840
ORD0054936,Pune,PUN-03,2.699093,3.500000,0.213841,1,6179,17.251983,55.308873,72.560856
ORD0054937,Pune,PUN-01,0.895907,3.500000,0.013378,1,4724,23.666384,36.672695,60.339079
ORD0054938,Pune,PUN-06,0.680827,2.500000,0.009393,1,8315,13.337342,35.047584,48.384926
ORD0054939,Pune,PUN-03,0.725736,3.500000,0.010114,1,6179,17.251983,35.383573,52.635556
ORD0054940,Pune,PUN-01,2.351914,3.500000,0.132470,1,4724,23.666384,50.437504,74.103889
ORD0054942,Pune,PUN-05,1.304020,4.000000,0.026034,1,6302,14.487464,39.909168,54.396632
ORD0054943,Pune,PUN-03,0.790563,3.500000,0.011253,1,6179,17.251983,35.871515,53.123498
ORD0054946,Pune,PUN-06,1.259032,2.500000,0.024203,1,8315,13.337342,39.539317,52.876659
ORD0054947,Pune,CS-01,3.385308,3.500000,0.459901,1,9945,14.087481,67.494184,81.581665
ORD0054949,Pune,PUN-06,0.459982,2.500000,0.006525,1,8315,13.337342,33.415614,46.752956
ORD0054950,Pune,PUN-06,1.170696,2.500000,0.020966,1,8315,13.337342,38.823843,52.161185
ORD0054953,Pune,PUN-01,3.183087,3.500000,0.378237,1,4724,23.666384,63.628724,87.295108
ORD0054955,Pune,CS-01,1.758168,3.500000,0.053824,1,9945,14.087481,43.921905,58.009387
ORD0054956,Pune,PUN-05,1.123921,4.000000,0.019427,1,6302,14.487464,38.450262,52.937727
ORD0054960,Pune,PUN-05,0.220572,4.000000,0.004391,1,6302,14.487464,31.675739,46.163204
ORD0054963,Pune,CS-01,0.833158,3.500000,0.012069,1,9945,14.087481,36.194163,50.281645
ORD0054967,Pune,PUN-06,3.225681,2.500000,0.395033,0,8315,13.337342,64.430764,77.768106
ORD0054972,Pune,CS-01,3.044818,3.500000,0.325857,1,9945,14.087481,61.089449,75.176930
ORD0054975,Pune,PUN-06,1.176247,2.500000,0.021156,1,8315,13.337342,38.868410,52.205752
ORD0054980,Pune,CS-01,2.985223,3.500000,0.304473,1,9945,14.087481,60.030745,74.118226
ORD0054984,Pune,PUN-06,0.371012,2.500000,0.005632,1,8315,13.337342,32.766054,46.103397
ORD0054986,Pune,PUN-05,6.242174,4.000000,0.989952,0,6302,14.487464,103.393773,117.881238
ORD0054989,Pune,PUN-01,4.126870,3.500000,0.745070,0,4724,23.666384,81.240194,104.906578
ORD0054993,Pune,CS-01,2.459367,3.500000,0.154387,1,9945,14.087481,51.847187,65.934668
ORD0054996,Pune,PUN-03,1.823315,3.500000,0.059616,1,6179,17.251983,44.551690,61.803672
ORD0054997,Pune,PUN-06,3.453454,2.500000,0.488149,0,8315,13.337342,68.818647,82.155989
ORD0054998,Pune,PUN-06,3.725352,2.500000,0.599830,0,8315,13.337342,74.072378,87.409721
ORD0055001,Pune,PUN-03,2.267735,3.500000,0.117193,1,6179,17.251983,49.389940,66.641922
ORD0055002,Pune,CS-01,1.120891,3.500000,0.019331,1,9945,14.087481,38.426181,52.513662
ORD0055004,Pune,CS-01,2.779906,3.500000,0.237301,1,9945,14.087481,56.578370,70.665852
ORD0055005,Pune,PUN-06,1.796344,2.500000,0.057151,1,8315,13.337342,44.288923,57.626266
ORD0055007,Pune,CS-01,2.309680,3.500000,0.124605,1,9945,14.087481,49.905901,63.993382
ORD0055012,Pune,CS-01,2.882571,3.500000,0.269571,1,9945,14.087481,58.265126,72.352607
ORD0055013,Pune,PUN-04,3.073437,2.500000,0.336398,0,3178,31.749528,61.606009,93.355537
ORD0055015,Pune,PUN-05,0.964768,4.000000,0.014977,1,6302,14.487464,37.202688,51.690152
ORD0055018,Pune,PUN-01,3.029103,3.500000,0.320143,1,4724,23.666384,60.808003,84.474388
ORD0055020,Pune,CS-01,1.180547,3.500000,0.021305,1,9945,14.087481,38.902965,52.990446
ORD0055021,Pune,PUN-06,1.101343,2.500000,0.018725,1,8315,13.337342,38.271138,51.608481
ORD0055024,Pune,PUN-05,0.973921,4.000000,0.015203,1,6302,14.487464,37.273547,51.761011
ORD0055026,Pune,PUN-06,1.437234,2.500000,0.032282,1,8315,13.337342,41.029108,54.366451
ORD0055029,Pune,PUN-04,2.945123,2.500000,0.290537,0,3178,31.749528,59.331979,91.081507
ORD0055031,Pune,PUN-04,1.665743,2.500000,0.046512,1,3178,31.749528,43.055575,74.805103
ORD0055040,Pune,CS-01,2.743920,3.500000,0.226640,1,9945,14.087481,56.006652,70.094133
ORD0055042,Pune,PUN-04,2.898175,2.500000,0.274711,0,3178,31.749528,58.528557,90.278086
ORD0055043,Pune,PUN-01,1.038314,3.500000,0.016893,1,4724,23.666384,37.774984,61.441368
ORD0055046,Pune,PUN-05,1.647758,4.000000,0.045204,1,6302,14.487464,42.890415,57.377880
ORD0055048,Pune,PUN-03,0.881820,3.500000,0.013073,1,6179,17.251983,36.564917,53.816899
ORD0055051,Pune,PUN-06,0.543249,2.500000,0.007487,1,8315,13.337342,34.027337,47.364679
ORD0055053,Pune,PUN-05,3.965223,4.000000,0.690759,1,6302,14.487464,78.479323,92.966787
ORD0055057,Pune,CS-01,2.743009,3.500000,0.226375,1,9945,14.087481,55.992316,70.079798
ORD0055063,Pune,PUN-05,1.078958,4.000000,0.018053,1,6302,14.487464,38.094288,52.581753
ORD0055071,Pune,PUN-01,0.932186,3.500000,0.014198,1,4724,23.666384,36.951257,60.617641
ORD0055075,Pune,PUN-04,1.013496,2.500000,0.016221,1,3178,31.749528,37.581093,69.330621
ORD0055077,Pune,PUN-03,2.377770,3.500000,0.137490,1,6179,17.251983,50.769100,68.021083
ORD0055080,Pune,PUN-04,0.907287,2.500000,0.013630,1,3178,31.749528,36.759917,68.509445
ORD0055081,Pune,PUN-06,1.260712,2.500000,0.024269,1,8315,13.337342,39.553056,52.890398
ORD0055084,Pune,CS-01,1.423012,3.500000,0.031552,1,9945,14.087481,40.907629,54.995111
ORD0055090,Pune,PUN-05,1.793243,4.000000,0.056873,1,6302,14.487464,44.258901,58.746365
ORD0055091,Pune,PUN-05,0.139078,4.000000,0.003837,1,6302,14.487464,31.088646,45.576110
ORD0055092,Pune,PUN-06,0.231111,2.500000,0.004468,1,8315,13.337342,31.751832,45.089174
ORD0055094,Pune,PUN-04,1.955529,2.500000,0.073204,1,3178,31.749528,45.884809,77.634337
ORD0055096,Pune,PUN-05,1.185022,4.000000,0.021460,1,6302,14.487464,38.938962,53.426426
ORD0055098,Pune,PUN-06,1.044473,2.500000,0.017064,1,8315,13.337342,37.823219,51.160562
ORD0055101,Pune,CS-01,2.358295,3.500000,0.133694,1,9945,14.087481,50.518891,64.606373
ORD0055104,Pune,PUN-04,1.686416,2.500000,0.048061,1,3178,31.749528,43.246742,74.996270
ORD0055105,Pune,PUN-06,0.832779,2.500000,0.012061,1,8315,13.337342,36.191287,49.528629
ORD0055106,Pune,PUN-01,0.963952,3.500000,0.014957,1,4724,23.666384,37.196374,60.862759
ORD0055110,Pune,PUN-01,3.147778,3.500000,0.364530,1,4724,23.666384,62.970333,86.636718
ORD0055115,Pune,PUN-03,1.337614,3.500000,0.027489,1,6179,17.251983,40.187969,57.439951
ORD0055118,Pune,PUN-03,2.620448,3.500000,0.192676,1,6179,17.251983,54.123404,71.375386
ORD0055119,Pune,PUN-03,1.386988,3.500000,0.029771,1,6179,17.251983,40.602062,57.854044
ORD0055120,Pune,PUN-06,0.548553,2.500000,0.007552,1,8315,13.337342,34.066444,47.403786
ORD0055125,Pune,PUN-05,6.101912,4.000000,0.987346,0,6302,14.487464,102.333750,116.821215
ORD0055127,Pune,PUN-05,3.933707,4.000000,0.679452,1,6302,14.487464,77.919519,92.406983
ORD0055128,Pune,CS-01,1.865950,3.500000,0.063717,1,9945,14.087481,44.973174,59.060655
ORD0055130,Pune,PUN-05,0.424544,4.000000,0.006154,1,6302,14.487464,33.156415,47.643879
ORD0055136,Pune,PUN-05,1.782994,4.000000,0.055966,1,6302,14.487464,44.159939,58.647403
ORD0055144,Pune,PUN-05,5.426938,4.000000,0.962113,0,6302,14.487464,96.851961,111.339425
ORD0055148,Pune,PUN-03,3.134979,3.500000,0.359614,1,6179,17.251983,62.733266,79.985249
ORD0055150,Pune,CS-01,3.310253,3.500000,0.429092,1,9945,14.087481,66.044520,80.132001
ORD0055153,Pune,PUN-04,2.253686,2.500000,0.114797,1,3178,31.749528,49.219723,80.969251
ORD0055154,Pune,CS-01,2.551051,3.500000,0.175357,1,9945,14.087481,53.118082,67.205563
ORD0055155,Pune,PUN-03,1.808565,3.500000,0.058256,1,6179,17.251983,44.407623,61.659606
ORD0055159,Pune,PUN-06,2.384979,2.500000,0.138918,1,8315,13.337342,50.862394,64.199736
ORD0055161,Pune,CS-01,0.466998,3.500000,0.006601,1,9945,14.087481,33.467010,47.554492
ORD0055162,Pune,CS-01,3.110562,3.500000,0.350316,1,9945,14.087481,62.283426,76.370907
ORD0055163,Pune,PUN-06,1.958786,2.500000,0.073572,1,8315,13.337342,45.918660,59.256002
ORD0055164,Pune,CS-01,3.764332,3.500000,0.615285,0,9945,14.087481,74.808873,88.896354
ORD0055166,Pune,PUN-01,0.824112,3.500000,0.011890,1,4724,23.666384,36.125501,59.791886
ORD0055169,Pune,CS-01,2.612078,3.500000,0.190520,1,9945,14.087481,54.000136,68.087617
ORD0055170,Pune,CS-01,1.218594,3.500000,0.022665,1,9945,14.087481,39.210100,53.297582
ORD0055171,Pune,CS-01,0.186944,3.500000,0.004153,1,9945,14.087481,31.433207,45.520688
ORD0055172,Pune,CS-01,3.736313,3.500000,0.604198,0,9945,14.087481,74.280131,88.367612
ORD0055173,Pune,CS-01,1.949730,3.500000,0.072552,1,9945,14.087481,45.824674,59.912155
ORD0055174,Pune,CS-01,3.810935,3.500000,0.633459,0,9945,14.087481,75.680321,89.767802
ORD0055175,Pune,CS-01,0.554752,3.500000,0.007630,1,9945,14.087481,34.112165,48.199646
ORD0055176,Pune,CS-01,1.368585,3.500000,0.028900,1,9945,14.087481,40.447094,54.534575
ORD0055180,Pune,PUN-06,3.727824,2.500000,0.600817,0,8315,13.337342,74.119269,87.456611
ORD0055181,Pune,CS-01,1.074949,3.500000,0.017935,1,9945,14.087481,38.062688,52.150169
ORD0055182,Pune,CS-01,2.196629,3.500000,0.105502,1,9945,14.087481,48.541454,62.628935
ORD0055183,Pune,PUN-06,1.708331,2.500000,0.049756,1,8315,13.337342,43.451008,56.788350
ORD0055185,Pune,PUN-03,0.947136,3.500000,0.014551,1,6179,17.251983,37.066471,54.318454
ORD0055188,Pune,PUN-06,1.387617,2.500000,0.029802,1,8315,13.337342,40.607373,53.944715
ORD0055189,Pune,CS-01,0.784753,3.500000,0.011146,1,9945,14.087481,35.827640,49.915121
ORD0055192,Pune,CS-01,0.631543,3.500000,0.008660,1,9945,14.087481,34.680614,48.768095
ORD0055193,Pune,CS-01,0.271713,3.500000,0.004779,1,9945,14.087481,32.045367,46.132848
ORD0055194,Pune,PUN-01,1.175555,3.500000,0.021132,1,4724,23.666384,38.862848,62.529232
ORD0055195,Pune,PUN-03,2.374082,3.500000,0.136764,1,6179,17.251983,50.721508,67.973491
ORD0055199,Pune,PUN-04,2.457390,2.500000,0.153959,1,3178,31.749528,51.820491,83.570019
ORD0055201,Pune,CS-01,4.186050,3.500000,0.763309,0,9945,14.087481,82.201629,96.289110
ORD0055203,Pune,CS-01,2.632937,3.500000,0.195927,1,9945,14.087481,54.308369,68.395850
ORD0055205,Pune,PUN-06,1.589975,2.500000,0.041233,1,8315,13.337342,42.366813,55.704156
ORD0055208,Pune,PUN-03,0.855108,3.500000,0.012512,1,6179,17.251983,36.361101,53.613083
ORD0055212,Pune,PUN-03,0.742196,3.500000,0.010392,1,6179,17.251983,35.507126,52.759109
ORD0055214,Pune,PUN-04,0.984411,2.500000,0.015467,1,3178,31.749528,37.354881,69.104409
ORD0055215,Pune,PUN-06,0.108318,2.500000,0.003646,1,8315,13.337342,30.867608,44.204950
ORD0055218,Pune,PUN-06,1.044727,2.500000,0.017071,1,8315,13.337342,37.825214,51.162556
ORD0055219,Pune,PUN-01,3.356813,3.500000,0.448155,1,4724,23.666384,66.942334,90.608719
ORD0055220,Pune,PUN-06,0.576246,2.500000,0.007905,1,8315,13.337342,34.270886,47.608228
ORD0055225,Pune,PUN-06,0.755368,2.500000,0.010620,1,8315,13.337342,35.606167,48.943509
ORD0055228,Pune,CS-01,1.042187,3.500000,0.017000,1,9945,14.087481,37.805309,51.892790
ORD0055234,Pune,PUN-01,1.267053,3.500000,0.024520,1,4724,23.666384,39.604975,63.271359
ORD0055237,Pune,CS-01,3.367864,3.500000,0.452704,1,9945,14.087481,67.156171,81.243652
ORD0055238,Pune,CS-01,1.915445,3.500000,0.068808,1,9945,14.087481,45.472353,59.559834
ORD0055241,Pune,PUN-03,0.720885,3.500000,0.010034,1,6179,17.251983,35.347208,52.599190
ORD0055243,Pune,PUN-06,0.593623,2.500000,0.008135,1,8315,13.337342,34.399426,47.736768
ORD0055245,Pune,PUN-06,2.340277,2.500000,0.130262,1,8315,13.337342,50.289793,63.627136
ORD0055250,Pune,PUN-03,2.169682,3.500000,0.101347,1,6179,17.251983,48.228178,65.480161
ORD0055252,Pune,PUN-03,1.754031,3.500000,0.053475,1,6179,17.251983,43.882467,61.134450
ORD0055258,Pune,CS-01,1.043492,3.500000,0.017036,1,9945,14.087481,37.815535,51.903016
ORD0055259,Pune,CS-01,0.875794,3.500000,0.012944,1,9945,14.087481,36.518871,50.606353
ORD0055261,Pune,CS-01,3.399475,3.500000,0.465759,1,9945,14.087481,67.769091,81.856572
ORD0055262,Pune,PUN-05,6.076845,4.000000,0.986814,0,6302,14.487464,102.142339,116.629803
ORD0055265,Pune,PUN-03,2.566983,3.500000,0.179222,1,6179,17.251983,53.345534,70.597516
ORD0055266,Pune,PUN-06,0.920333,2.500000,0.013925,1,8315,13.337342,36.860085,50.197427
ORD0055267,Pune,PUN-05,4.102017,4.000000,0.737141,0,6302,14.487464,80.828331,95.315795
ORD0055268,Pune,PUN-01,2.353408,3.500000,0.132756,1,4724,23.666384,50.456529,74.122914
ORD0055271,Pune,PUN-05,3.774600,4.000000,0.619319,1,6302,14.487464,75.001765,89.489229
ORD0055273,Pune,PUN-04,1.670226,2.500000,0.046844,1,3178,31.749528,43.096910,74.846438
ORD0055274,Pune,PUN-05,0.740093,4.000000,0.010356,1,6302,14.487464,35.491327,49.978792
ORD0055280,Pune,PUN-06,2.600951,2.500000,0.187682,0,8315,13.337342,53.837126,67.174468
ORD0055282,Pune,CS-01,3.229874,3.500000,0.396701,1,9945,14.087481,64.510148,78.597629
ORD0055285,Pune,CS-01,2.680807,3.500000,0.208773,1,9945,14.087481,55.028829,69.116310
ORD0055286,Pune,PUN-04,1.606698,2.500000,0.042346,1,3178,31.749528,42.517280,74.266808
ORD0055287,Pune,PUN-06,2.100854,2.500000,0.091387,1,8315,13.337342,47.447601,60.784943
ORD0055294,Pune,CS-01,3.595643,3.500000,0.547122,0,9945,14.087481,71.583173,85.670654
ORD0055297,Pune,CS-01,1.258756,3.500000,0.024192,1,9945,14.087481,39.537055,53.624536
ORD0055303,Pune,PUN-06,1.207335,2.500000,0.022254,1,8315,13.337342,39.118953,52.456295
ORD0055305,Pune,CS-01,4.154471,3.500000,0.753690,0,9945,14.087481,81.692009,95.779490
ORD0055306,Pune,CS-01,3.737269,3.500000,0.604578,0,9945,14.087481,74.298225,88.385706
ORD0055310,Pune,PUN-04,0.647640,2.500000,0.008893,1,3178,31.749528,34.800275,66.549803
ORD0055314,Pune,PUN-03,1.793383,3.500000,0.056886,1,6179,17.251983,44.260259,61.512241
ORD0055321,Pune,PUN-01,1.017960,3.500000,0.016340,1,4724,23.666384,37.615910,61.282294
ORD0055322,Pune,PUN-01,3.429249,3.500000,0.478098,1,4724,23.666384,68.347667,92.014051
ORD0055324,Pune,PUN-06,2.050601,2.500000,0.084681,1,8315,13.337342,46.894634,60.231976
ORD0055326,Pune,PUN-05,4.843631,4.000000,0.905892,0,6302,14.487464,91.082181,105.569645
ORD0055330,Pune,PUN-06,2.211992,2.500000,0.107937,1,8315,13.337342,48.722061,62.059403
ORD0055331,Pune,PUN-03,0.787795,3.500000,0.011201,1,6179,17.251983,35.850609,53.102592
ORD0055334,Pune,PUN-05,4.310986,4.000000,0.798779,0,6302,14.487464,84.140267,98.627731
ORD0055336,Pune,CS-01,1.779488,3.500000,0.055659,1,9945,14.087481,44.126184,58.213665
ORD0055340,Pune,PUN-05,7.411838,4.000000,0.998551,0,6302,14.487464,111.839399,126.326864
ORD0055341,Pune,CS-01,2.651777,3.500000,0.200910,1,9945,14.087481,54.589751,68.677232
ORD0055342,Pune,PUN-05,1.042013,4.000000,0.016995,1,6302,14.487464,37.803944,52.291408
ORD0055347,Pune,PUN-04,2.674389,2.500000,0.207015,0,3178,31.749528,54.931189,86.680717
ORD0055348,Pune,CS-01,2.412664,3.500000,0.144518,1,9945,14.087481,51.224178,65.311659
ORD0055351,Pune,CS-01,3.782573,3.500000,0.622440,0,9945,14.087481,75.151210,89.238691
ORD0055355,Pune,CS-01,0.965472,3.500000,0.014994,1,9945,14.087481,37.208139,51.295621
ORD0055361,Pune,PUN-06,3.456376,2.500000,0.489363,0,8315,13.337342,68.875531,82.212874
ORD0055363,Pune,PUN-03,1.228367,3.500000,0.023027,1,6179,17.251983,39.289395,56.541377
ORD0055364,Pune,PUN-06,0.883940,2.500000,0.013118,1,8315,13.337342,36.581123,49.918465
ORD0055367,Pune,PUN-03,1.617432,3.500000,0.043076,1,6179,17.251983,42.614318,59.866301
ORD0055372,Pune,PUN-06,2.231812,2.500000,0.111152,1,8315,13.337342,48.957258,62.294600
ORD0055374,Pune,CS-01,4.053171,3.500000,0.721101,0,9945,14.087481,80.005221,94.092702
ORD0055375,Pune,PUN-06,3.387613,2.500000,0.460854,0,8315,13.337342,67.538896,80.876238
ORD0055377,Pune,CS-01,3.022318,3.500000,0.317692,1,9945,14.087481,60.686987,74.774468
ORD0055381,Pune,PUN-03,0.913640,3.500000,0.013773,1,6179,17.251983,36.808675,54.060657
ORD0055383,Pune,PUN-06,1.102966,2.500000,0.018774,1,8315,13.337342,38.283989,51.621332
ORD0055388,Pune,PUN-05,1.255254,4.000000,0.024055,1,6302,14.487464,39.508430,53.995895
ORD0055394,Pune,PUN-05,0.597291,4.000000,0.008185,1,6302,14.487464,34.426579,48.914043
ORD0055395,Pune,CS-01,2.602837,3.500000,0.188161,1,9945,14.087481,53.864691,67.952172
ORD0055401,Pune,PUN-03,0.500170,3.500000,0.006973,1,6179,17.251983,33.710363,50.962346
ORD0055404,Pune,CS-01,1.538108,3.500000,0.037955,1,9945,14.087481,41.905401,55.992882
ORD0055405,Pune,PUN-01,1.036436,3.500000,0.016841,1,4724,23.666384,37.760280,61.426665
ORD0055406,Pune,PUN-05,5.990017,4.000000,0.984797,0,6302,14.487464,101.474029,115.961493
ORD0055407,Pune,PUN-05,1.496575,4.000000,0.035512,1,6302,14.487464,41.541372,56.028837
ORD0055408,Pune,PUN-01,0.470413,3.500000,0.006638,1,4724,23.666384,33.492034,57.158419
ORD0055412,Pune,CS-01,0.902976,3.500000,0.013534,1,9945,14.087481,36.726859,50.814340
ORD0055414,Pune,PUN-04,2.945995,2.500000,0.290837,0,3178,31.749528,59.347064,91.096592
ORD0055416,Pune,PUN-01,3.443628,3.500000,0.484067,1,4724,23.666384,68.627412,92.293796
ORD0055417,Pune,CS-01,2.479559,3.500000,0.158822,1,9945,14.087481,52.121579,66.209061
ORD0055425,Pune,PUN-05,1.297467,4.000000,0.025759,1,6302,14.487464,39.855048,54.342513
ORD0055427,Pune,CS-01,1.328425,3.500000,0.027084,1,9945,14.087481,40.111483,54.198964
ORD0055428,Pune,PUN-03,2.061589,3.500000,0.086108,1,6179,17.251983,47.014364,64.266347
ORD0055434,Pune,PUN-01,0.887286,3.500000,0.013190,1,4724,23.666384,36.606709,60.273093
ORD0055437,Pune,CS-01,0.714702,3.500000,0.009932,1,9945,14.087481,35.300877,49.388358
ORD0055440,Pune,PUN-01,0.716170,3.500000,0.009956,1,4724,23.666384,35.311870,58.978254
ORD0055442,Pune,PUN-05,7.245912,4.000000,0.998091,0,6302,14.487464,110.664127,125.151592
ORD0055444,Pune,PUN-06,3.487367,2.500000,0.502246,0,8315,13.337342,69.478960,82.816302
ORD0055454,Pune,PUN-01,2.477712,3.500000,0.158412,1,4724,23.666384,52.096358,75.762742
ORD0055459,Pune,PUN-06,3.566629,2.500000,0.535142,0,8315,13.337342,71.020661,84.358003
ORD0055461,Pune,PUN-06,3.666313,2.500000,0.576049,0,8315,13.337342,72.945665,86.283008
ORD0055463,Pune,PUN-06,3.602039,2.500000,0.549757,0,8315,13.337342,71.706969,85.044311
ORD0055464,Pune,PUN-01,3.803666,3.500000,0.630648,0,4724,23.666384,75.545095,99.211479
ORD0055469,Pune,PUN-06,0.699902,2.500000,0.009693,1,8315,13.337342,35.190102,48.527445
ORD0055470,Pune,CS-01,0.531877,3.500000,0.007347,1,9945,14.087481,33.943555,48.031036
ORD0055471,Pune,CS-01,1.196807,3.500000,0.021876,1,9945,14.087481,39.033924,53.121405
ORD0055472,Pune,CS-01,1.127765,3.500000,0.019549,1,9945,14.087481,38.480834,52.568315
ORD0055474,Pune,PUN-05,1.092103,4.000000,0.018444,1,6302,14.487464,38.198054,52.685518
ORD0055475,Pune,CS-01,2.781529,3.500000,0.237790,1,9945,14.087481,56.604396,70.691877
ORD0055476,Pune,PUN-04,1.651668,2.500000,0.045485,1,3178,31.749528,42.926233,74.675761
ORD0055477,Pune,PUN-04,3.187300,2.500000,0.379886,0,3178,31.749528,63.707692,95.457220
ORD0055479,Pune,PUN-06,1.068181,2.500000,0.017738,1,8315,13.337342,38.009401,51.346743
ORD0055480,Pune,PUN-06,0.979333,2.500000,0.015339,1,8315,13.337342,37.315493,50.652835
ORD0055483,Pune,PUN-03,0.761670,3.500000,0.010730,1,6179,17.251983,35.653601,52.905584
ORD0055486,Pune,PUN-05,1.542751,4.000000,0.038238,1,6302,14.487464,41.946392,56.433856
ORD0055490,Pune,PUN-06,3.385772,2.500000,0.460093,0,8315,13.337342,67.503182,80.840524
ORD0055493,Pune,PUN-06,1.605709,2.500000,0.042280,1,8315,13.337342,42.508355,55.845697
ORD0055494,Pune,PUN-06,1.181241,2.500000,0.021329,1,8315,13.337342,38.908549,52.245891
ORD0055495,Pune,PUN-05,1.520505,4.000000,0.036900,1,6302,14.487464,41.750540,56.238004
ORD0055499,Pune,PUN-03,0.903187,3.500000,0.013539,1,6179,17.251983,36.728479,53.980461
ORD0055500,Pune,CS-01,0.548338,3.500000,0.007550,1,9945,14.087481,34.064855,48.152336
ORD0055501,Pune,CS-01,4.051825,3.500000,0.720650,0,9945,14.087481,79.982286,94.069768
ORD0055507,Pune,PUN-04,3.432833,2.500000,0.479585,0,3178,31.749528,68.417377,100.166905
ORD0055511,Pune,PUN-06,0.504301,2.500000,0.007020,1,8315,13.337342,33.740713,47.078055
ORD0055515,Pune,PUN-01,0.820815,3.500000,0.011826,1,4724,23.666384,36.100489,59.766874
ORD0055516,Pune,PUN-03,2.229137,3.500000,0.110714,1,6179,17.251983,48.925368,66.177350
ORD0055517,Pune,PUN-06,1.405419,2.500000,0.030670,1,8315,13.337342,40.758025,54.095367
ORD0055522,Pune,CS-01,2.979535,3.500000,0.302473,1,9945,14.087481,59.930944,74.018425
ORD0055524,Pune,PUN-03,2.572950,3.500000,0.180686,1,6179,17.251983,53.431229,70.683211
ORD0055525,Pune,PUN-06,4.015735,2.500000,0.708409,0,8315,13.337342,79.362417,92.699760
ORD0055528,Pune,PUN-05,5.912350,4.000000,0.982737,0,6302,14.487464,100.868564,115.356028
ORD0055529,Pune,CS-01,2.442664,3.500000,0.150796,1,9945,14.087481,51.622516,65.709998
ORD0055530,Pune,PUN-03,2.698577,3.500000,0.213696,1,6179,17.251983,55.300930,72.552912
ORD0055532,Pune,PUN-03,1.416189,3.500000,0.031207,1,6179,17.251983,40.849525,58.101507
ORD0055533,Pune,PUN-01,2.928472,3.500000,0.284863,1,4724,23.666384,59.045191,82.711575
ORD0055537,Pune,PUN-03,2.134063,3.500000,0.096078,1,6179,17.251983,47.820776,65.072759
ORD0055538,Pune,PUN-05,7.129667,4.000000,0.997685,0,6302,14.487464,109.838234,124.325698
ORD0055540,Pune,CS-01,3.381144,3.500000,0.458182,1,9945,14.087481,67.413455,81.500936
ORD0055542,Pune,PUN-05,1.672264,4.000000,0.046996,1,6302,14.487464,43.115721,57.603185
ORD0055546,Pune,PUN-05,0.315869,4.000000,0.005141,1,6302,14.487464,32.365322,46.852786
ORD0055547,Pune,PUN-05,1.299707,4.000000,0.025853,1,6302,14.487464,39.873539,54.361003
ORD0055549,Pune,PUN-03,2.332240,3.500000,0.128755,1,6179,17.251983,50.188327,67.440309
ORD0055550,Pune,PUN-05,5.451700,4.000000,0.963586,0,6302,14.487464,97.069478,111.556942
ORD0055551,Pune,PUN-06,1.808394,2.500000,0.058240,1,8315,13.337342,44.405960,57.743302
ORD0055552,Pune,PUN-01,0.257839,3.500000,0.004671,1,4724,23.666384,31.944992,55.611377
ORD0055556,Pune,PUN-06,0.275000,2.500000,0.004805,1,8315,13.337342,32.069159,45.406502
ORD0055563,Pune,PUN-01,1.988181,3.500000,0.076974,1,4724,23.666384,46.226490,69.892875
ORD0055565,Pune,PUN-03,3.076916,3.500000,0.337691,1,6179,17.251983,61.669138,78.921120
ORD0055569,Pune,PUN-05,6.721068,4.000000,0.995444,0,6302,14.487464,106.910787,121.398252
ORD0055570,Pune,PUN-01,0.454026,3.500000,0.006461,1,4724,23.666384,33.372008,57.038392
ORD0055583,Pune,PUN-01,0.898993,3.500000,0.013446,1,4724,23.666384,36.696332,60.362716
ORD0055585,Pune,CS-01,0.879279,3.500000,0.013018,1,9945,14.087481,36.545495,50.632976
ORD0055586,Pune,PUN-06,1.902886,2.500000,0.067482,1,8315,13.337342,45.344648,58.681990
ORD0055587,Pune,PUN-06,1.263843,2.500000,0.024393,1,8315,13.337342,39.578682,52.916024
ORD0055590,Pune,CS-01,3.066407,3.500000,0.333793,1,9945,14.087481,61.478652,75.566133
